ProductionID,DateKey,TrainID,ProductID,GasReceived,LNGProduced,LPGProduced,CondensateProduced,Availability,Utilization,EnergyConsumption,OperatingCost
3621,20200826,3,1,8605.6,6062.6,661.5,291.1,88.73,83.13,368.97,117174.02
3622,20200826,4,1,12934.0,10642.1,1048.7,431.7,97.58,97.09,686.18,210598.21
3623,20200826,5,1,11604.6,8020.9,950.2,354.2,87.55,81.56,657.78,149168.75
3624,20200826,6,1,12193.1,8806.9,865.5,465.8,91.99,85.23,659.19,259656.03
3625,20200827,1,1,9347.5,7089.1,594.0,282.3,96.38,89.49,586.34,176187.69
3626,20200827,2,1,9201.1,6964.8,658.3,198.9,94.87,89.32,557.11,74054.5
3627,20200827,3,1,8690.9,6661.8,706.0,244.2,89.61,90.45,522.61,91560.66
3628,20200827,4,1,12670.3,9751.8,816.7,328.9,95.59,90.82,722.81,148694.12
3629,20200827,5,1,12765.7,10282.9,859.3,441.9,96.31,95.05,599.14,101824.15
3630,20200827,6,1,12874.4,10626.8,1012.2,296.8,97.13,97.4,640.6,129412.77
3631,20200828,1,1,9369.8,7094.1,759.5,265.1,96.61,89.34,542.48,93338.34
3632,20200828,2,1,8789.9,6558.9,526.6,273.6,90.63,88.05,443.33,158247.71
3633,20200828,3,1,8583.3,6297.8,553.8,252.3,88.5,86.58,475.57,143655.4
3634,20200828,4,1,13028.1,10629.0,1163.4,506.8,98.29,96.27,888.52,105183.38
3635,20200828,5,1,11743.7,8307.2,794.3,421.5,88.6,83.47,541.93,142571.58
3636,20200828,6,1,11026.7,7880.3,694.9,423.0,83.19,84.33,590.6,133930.92
3637,20200829,1,1,9547.3,7173.4,601.4,214.6,98.44,88.66,554.66,90495.84
3638,20200829,2,1,9249.6,7083.8,841.6,189.2,95.37,90.37,492.74,110171.18
3639,20200829,3,1,9043.0,6909.5,710.6,305.8,93.24,90.16,541.99,123045.84
3640,20200829,4,1,11413.7,8126.0,740.9,338.8,86.11,84.01,604.04,160819.0
3641,20200829,5,1,11140.7,7420.8,872.0,380.4,84.05,78.6,666.83,148876.11
3642,20200829,6,1,12358.8,8806.1,827.8,368.5,93.24,84.08,585.9,90948.69
3643,20200830,1,1,8727.8,6720.4,750.7,294.8,89.99,90.86,602.71,134904.27
3644,20200830,2,1,8871.3,6917.4,759.3,317.0,91.47,92.01,606.29,94401.16
3645,20200830,3,1,8508.6,5988.5,561.7,338.2,87.73,83.05,481.53,98626.83
3646,20200830,4,1,11983.7,8597.8,842.4,261.4,90.41,84.66,669.41,170260.19
3647,20200830,5,1,12745.8,10364.1,976.2,409.5,96.16,95.95,664.03,102445.3
3648,20200830,6,1,12264.7,8702.7,751.1,324.6,92.53,83.73,545.7,214441.85
3649,20200831,1,1,8721.0,6466.1,682.8,220.7,89.92,87.49,407.0,153368.9
3650,20200831,2,1,9267.0,6979.3,671.6,246.5,95.55,88.87,647.79,94445.43
3651,20200831,3,1,8958.6,6509.4,638.4,180.1,92.37,85.74,505.06,111020.19
3652,20200831,4,1,12434.3,9403.7,1092.6,394.8,93.81,89.24,519.23,117462.62
3653,20200831,5,1,12234.2,9661.9,820.3,426.2,92.3,93.19,519.43,84606.23
3654,20200831,6,1,12882.3,10584.3,865.5,452.1,97.19,96.95,796.26,172801.04
3655,20200901,1,1,8881.0,6855.0,743.1,303.9,91.57,91.08,542.25,319419.12
3656,20200901,2,1,9352.4,6919.2,771.6,243.7,96.43,87.3,462.16,131209.42
3657,20200901,3,1,8497.0,5992.5,650.8,238.1,87.61,83.22,365.48,91004.93
3658,20200901,4,1,13061.3,10797.7,1194.8,268.0,98.54,97.55,752.12,175128.13
3659,20200901,5,1,12346.8,9931.9,1145.9,263.9,93.15,94.92,810.78,65381.25
3660,20200901,6,1,12248.8,9681.7,991.0,339.2,92.41,93.27,825.94,203083.66
3661,20200902,1,1,8499.9,5769.8,672.4,276.3,87.64,80.1,524.62,73192.08
3662,20200902,2,1,8602.7,5914.0,495.6,311.9,88.7,81.12,553.3,107745.78
3663,20200902,3,1,8329.2,5814.2,577.5,255.9,85.88,82.37,493.59,131144.95
3664,20200902,4,1,12317.7,9720.5,1052.6,431.4,92.93,93.12,842.92,129347.84
3665,20200902,5,1,12690.1,10270.4,852.1,303.2,95.74,95.5,727.07,91869.75
3666,20200902,6,1,12240.8,9268.8,1090.8,433.7,92.35,89.35,587.01,184408.72
3667,20200903,1,1,8613.4,6200.9,586.2,268.0,88.81,84.95,444.11,146457.77
3668,20200903,2,1,8207.0,5301.8,508.9,175.3,84.62,76.23,554.34,98509.93
3669,20200903,3,1,8019.8,5308.0,440.2,211.4,82.69,78.1,482.9,92688.05
3670,20200903,4,1,13254.8,10691.5,1210.9,281.9,100.0,95.18,562.75,283986.57
3671,20200903,5,1,12528.4,9772.2,1019.7,306.1,94.52,92.04,523.42,89861.5
3672,20200903,6,1,11265.2,8027.9,889.2,356.2,84.99,84.09,759.93,48097.79
3673,20200904,1,1,9162.3,6980.4,742.2,275.8,94.47,89.9,532.87,156513.19
3674,20200904,2,1,8695.8,5962.5,616.0,241.2,89.66,80.91,375.94,77643.23
3675,20200904,3,1,9246.7,6782.2,747.3,340.7,95.34,86.55,589.74,288186.09
3676,20200904,4,1,12387.9,9938.7,1148.9,438.2,93.46,94.67,589.6,289305.22
3677,20200904,5,1,12907.5,10483.5,1128.8,387.1,97.38,95.84,555.88,165542.8
3678,20200904,6,1,11411.1,8056.4,729.5,357.4,86.09,83.31,577.08,273000.47
3679,20200905,1,1,8599.8,6205.0,599.1,194.6,88.67,85.14,587.71,91500.5
3680,20200905,2,1,9698.6,7983.3,709.1,313.9,100.0,97.13,546.92,204569.9
3681,20200905,3,1,9309.7,7368.9,670.3,243.0,95.99,93.4,558.16,139798.51
3682,20200905,4,1,12430.3,9316.4,1091.8,496.4,93.78,88.44,662.43,111980.82
3683,20200905,5,1,12654.4,9870.4,968.9,443.6,95.47,92.04,735.78,95224.0
3684,20200905,6,1,13162.0,11154.2,1323.9,393.6,99.3,100.0,733.56,132857.33
3685,20200906,1,1,9597.8,7606.6,766.4,303.8,98.96,93.52,388.04,98498.28
3686,20200906,2,1,8980.9,6720.5,642.0,201.3,92.6,88.3,464.37,49441.28
3687,20200906,3,1,8980.0,6502.1,675.4,202.5,92.59,85.44,576.85,103087.16
3688,20200906,4,1,12366.7,9876.6,1184.4,414.3,93.3,94.24,673.9,71651.07
3689,20200906,5,1,11595.3,8505.8,960.0,300.4,87.48,86.56,518.82,119738.44
3690,20200906,6,1,13028.1,9879.3,1160.9,344.5,98.29,89.48,628.03,193828.17
3691,20200907,1,1,8671.5,6569.1,525.7,229.1,89.41,89.39,564.58,167802.64
3692,20200907,2,1,9556.1,7555.0,623.3,225.5,98.53,93.29,486.01,172483.12
3693,20200907,3,1,9338.8,7688.7,891.0,248.5,96.29,97.15,588.59,94140.92
3694,20200907,4,1,12928.7,9967.2,1163.6,262.9,97.54,90.97,754.76,160927.28
3695,20200907,5,1,12124.2,8602.0,935.2,272.5,91.47,83.72,704.85,228885.74
3696,20200907,6,1,11989.0,9251.8,823.9,265.9,90.45,91.06,772.47,261945.41
3697,20200908,1,1,9698.6,8193.7,831.9,347.2,100.0,99.69,536.91,259211.81
3698,20200908,2,1,9370.8,7490.3,861.7,277.7,96.62,94.32,589.07,200355.63
3699,20200908,3,1,8746.2,6189.8,649.4,273.9,90.18,83.51,528.65,144174.09
3700,20200908,4,1,12252.7,8764.9,706.6,255.5,92.44,84.41,740.46,67159.99
3701,20200908,5,1,12610.6,10363.1,1044.3,407.7,95.14,96.97,809.17,233321.18
3702,20200908,6,1,12790.9,9868.5,976.4,504.6,96.5,91.04,809.52,93955.8
3703,20200909,1,1,8872.3,6630.9,582.3,311.8,91.48,88.19,486.38,136196.9
3704,20200909,2,1,9467.8,7327.1,640.6,310.4,97.62,91.32,436.26,178189.87
3705,20200909,3,1,8471.8,5833.3,552.0,263.3,87.35,81.25,472.88,121692.87
3706,20200909,4,1,13254.8,10119.7,915.6,370.3,100.0,90.09,703.23,125923.73
3707,20200909,5,1,12765.7,10261.2,1160.7,369.4,96.31,94.85,787.5,60819.22
3708,20200909,6,1,12243.5,8986.5,744.9,451.1,92.37,86.61,568.76,226417.37
3709,20200910,1,1,8876.2,6837.7,741.0,247.8,91.52,90.9,380.42,147248.98
3710,20200910,2,1,8910.1,6489.3,752.4,192.9,91.87,85.94,567.67,107860.93
3711,20200910,3,1,8971.2,6994.5,726.7,346.5,92.5,92.0,453.73,115712.59
3712,20200910,4,1,12613.3,9404.4,778.4,453.0,95.16,87.98,826.25,163899.82
3713,20200910,5,1,12790.9,10400.7,1220.1,297.9,96.5,95.95,677.46,130178.53
3714,20200910,6,1,11320.9,7399.9,605.5,273.1,85.41,77.13,667.88,91705.57
3715,20200911,1,1,8720.0,6546.7,707.3,316.3,89.91,88.59,536.35,166407.94
3716,20200911,2,1,8803.4,6520.5,545.7,340.3,90.77,87.4,487.29,64728.3
3717,20200911,3,1,9322.3,7032.8,685.6,357.7,96.12,89.02,516.91,118968.02
3718,20200911,4,1,12922.1,10719.9,1266.1,312.9,97.49,97.89,562.44,89246.94
3719,20200911,5,1,11994.3,8323.8,958.8,243.2,90.49,81.89,641.86,207229.45
3720,20200911,6,1,12079.1,9288.6,949.5,316.4,91.13,90.74,654.06,167013.81
3721,20200912,1,1,8754.0,6335.5,724.7,347.0,90.26,85.4,442.93,47605.89
3722,20200912,2,1,9089.6,6617.7,755.7,281.7,93.72,85.91,405.76,162990.02
3723,20200912,3,1,8834.5,6236.5,705.7,214.2,91.09,83.3,580.36,29707.42
3724,20200912,4,1,11717.2,8074.0,825.4,295.6,88.4,81.31,623.48,100983.57
3725,20200912,5,1,12403.8,9856.8,1145.9,427.2,93.58,93.77,630.17,173112.46
3726,20200912,6,1,12678.2,9952.4,1059.8,262.9,95.65,92.63,660.14,143990.91
3727,20200913,1,1,9389.2,7846.4,657.4,225.8,96.81,98.61,559.62,126520.78
3728,20200913,2,1,8704.5,6417.7,770.0,190.0,89.75,87.0,600.59,164542.72
3729,20200913,3,1,9191.4,6748.7,775.5,321.6,94.77,86.64,496.62,152189.54
3730,20200913,4,1,12666.3,10103.0,932.3,433.3,95.56,94.12,863.07,156495.78
3731,20200913,5,1,12552.3,9899.3,1079.7,396.5,94.7,93.06,850.69,297852.57
3732,20200913,6,1,12252.7,9567.5,1037.0,385.4,92.44,92.14,584.95,81347.23
3733,20200914,1,1,8789.9,6160.4,680.9,247.9,90.63,82.7,591.45,101054.37
3734,20200914,2,1,8904.3,6382.4,612.6,254.2,91.81,84.58,487.7,117756.22
3735,20200914,3,1,8701.6,6011.5,681.3,227.7,89.72,81.52,474.81,75124.42
3736,20200914,4,1,12847.9,10759.5,870.9,397.7,96.93,98.82,723.76,93975.52
3737,20200914,5,1,12047.3,8575.0,894.2,404.7,90.89,83.99,658.99,108442.99
3738,20200914,6,1,12341.5,8797.0,736.8,267.1,93.11,84.11,719.43,94422.75
3739,20200915,1,1,9335.9,7539.1,727.6,233.6,96.26,95.29,546.66,152531.44
3740,20200915,2,1,9019.7,6897.0,555.3,180.9,93.0,90.23,557.27,174219.18
3741,20200915,3,1,8506.7,5927.3,623.3,306.4,87.71,82.22,494.1,193099.13
3742,20200915,4,1,12505.9,10086.3,897.3,415.6,94.35,95.17,510.28,71912.96
3743,20200915,5,1,11751.7,8356.7,729.2,243.6,88.66,83.91,708.25,167140.38
3744,20200915,6,1,2095.6,260.2,22.6,57.2,15.81,14.65,134.02,130343.29
3745,20200916,1,1,9410.6,7111.4,644.8,256.5,97.03,89.17,654.28,140341.26
3746,20200916,2,1,8796.7,6212.8,714.8,258.1,90.7,83.34,383.15,143643.11
3747,20200916,3,1,8529.9,6193.6,702.0,250.2,87.95,85.68,468.92,133321.16
3748,20200916,4,1,12610.6,10148.3,1049.8,380.3,95.14,94.96,658.13,129559.75
3749,20200916,5,1,11857.7,8781.8,895.8,416.0,89.46,87.39,486.73,156816.92
3750,20200916,6,1,2666.9,420.1,39.4,73.5,20.12,18.59,184.14,165425.17
3751,20200917,1,1,9159.4,6768.6,773.1,233.3,94.44,87.2,609.2,72853.65
3752,20200917,2,1,9602.6,7397.3,708.8,286.7,99.01,90.9,506.33,168371.82
3753,20200917,3,1,9209.8,7131.4,757.6,255.5,94.96,91.37,539.42,217994.49
3754,20200917,4,1,11502.5,8600.6,944.2,310.3,86.78,88.23,750.64,158557.37
3755,20200917,5,1,13028.1,10891.7,1153.6,447.4,98.29,98.65,571.82,71733.04
3756,20200917,6,1,2130.0,267.0,28.3,66.4,16.07,14.79,102.64,193633.67
3757,20200918,1,1,8346.6,5769.8,664.3,274.0,86.06,81.57,398.64,168516.99
3758,20200918,2,1,9141.0,7056.4,830.4,324.1,94.25,91.09,497.83,58386.5
3759,20200918,3,1,8681.2,6220.3,597.9,206.4,89.51,84.55,535.18,77377.99
3760,20200918,4,1,11273.2,7824.4,844.0,287.8,85.05,81.9,714.99,116215.74
3761,20200918,5,1,845.7,45.6,4.1,22.9,6.38,6.36,52.14,109152.56
3762,20200918,6,1,3942.0,925.0,75.1,87.0,29.74,27.69,252.54,186251.21
3763,20200919,1,1,9698.6,7906.8,907.5,281.6,100.0,96.2,557.11,207334.48
3764,20200919,2,1,8836.4,6945.6,774.8,335.9,91.11,92.75,582.43,150124.96
3765,20200919,3,1,8775.3,6742.9,796.1,334.1,90.48,90.67,402.76,200149.64
3766,20200919,4,1,12283.2,8851.2,727.1,480.3,92.67,85.03,703.42,140278.97
3767,20200919,5,1,2262.6,315.6,33.9,72.2,17.07,16.46,98.31,90154.49
3768,20200919,6,1,2624.4,420.8,43.2,77.1,19.8,18.92,145.79,108024.12
3769,20200920,1,1,9368.9,7151.3,842.8,286.3,96.6,90.07,433.89,215902.01
3770,20200920,2,1,8810.2,6484.5,707.1,327.9,90.84,86.85,476.73,109980.12
3771,20200920,3,1,9153.6,7011.8,739.5,350.5,94.38,90.39,514.91,131292.11
3772,20200920,4,1,12093.7,9383.9,964.7,272.7,91.24,91.56,662.25,78773.56
3773,20200920,5,1,2612.5,443.2,52.5,57.6,19.71,20.02,162.22,117771.83
3774,20200920,6,1,2140.6,275.4,29.7,76.1,16.15,15.18,86.38,150105.06
3775,20200921,1,1,8159.5,5674.3,625.0,301.1,84.13,82.06,415.33,87420.38
3776,20200921,2,1,9484.3,7792.4,835.6,246.9,97.79,96.95,530.43,157443.93
3777,20200921,3,1,8917.9,6686.2,740.5,260.8,91.95,88.47,472.52,251181.11
3778,20200921,4,1,12303.1,9048.0,818.8,277.9,92.82,86.78,560.3,74368.01
3779,20200921,5,1,3543.0,771.1,86.1,126.5,26.73,25.68,227.13,63178.44
3780,20200921,6,1,937.1,53.8,5.4,32.7,7.07,6.78,51.61,96649.4
3781,20200922,1,1,8976.1,6561.7,535.9,280.4,92.55,86.26,513.22,73391.81
3782,20200922,2,1,9075.0,6637.1,697.1,265.2,93.57,86.3,604.61,90320.05
3783,20200922,3,1,9272.9,7505.5,646.8,300.3,95.61,95.51,588.25,80121.41
3784,20200922,4,1,12641.1,9241.9,787.5,492.4,95.37,86.27,755.33,110392.45
3785,20200922,5,1,733.0,33.4,3.9,28.0,5.53,5.38,37.2,196305.67
3786,20200922,6,1,3874.4,976.5,79.3,123.8,29.23,29.74,223.92,159905.67
3787,20200923,1,1,9698.6,8181.4,674.2,228.9,100.0,99.54,522.63,132026.19
3788,20200923,2,1,8203.1,5295.2,485.5,197.0,84.58,76.17,491.6,129017.65
3789,20200923,3,1,8705.5,6562.3,706.9,241.1,89.76,88.95,483.29,122695.71
3790,20200923,4,1,12087.0,9426.9,775.2,474.0,91.19,92.03,591.29,92172.93
3791,20200923,5,1,3695.4,823.3,90.8,109.8,27.88,26.29,197.38,168389.58
3792,20200923,6,1,2916.1,504.6,57.1,80.2,22.0,20.42,124.05,91098.93
3793,20200924,1,1,8549.3,6267.8,693.1,319.8,88.15,86.51,453.95,100414.97
3794,20200924,2,1,8424.2,5956.2,520.5,229.5,86.86,83.43,500.36,210804.26
3795,20200924,3,1,9698.6,8169.9,869.7,209.3,100.0,99.4,651.34,130416.78
3796,20200924,4,1,12578.8,9618.5,1049.1,460.5,94.9,90.23,627.06,71159.93
3797,20200924,5,1,2165.8,273.7,30.6,44.0,16.34,14.91,132.67,87401.87
3798,20200924,6,1,2601.9,395.6,42.9,69.0,19.63,17.94,106.45,138472.39
3799,20200925,1,1,8942.1,6530.0,708.3,186.2,92.2,86.17,603.8,50954.4
3800,20200925,2,1,8813.1,6676.3,740.7,213.3,90.87,89.39,580.15,120743.74
3801,20200925,3,1,9316.5,6882.4,758.9,211.3,96.06,87.17,415.3,112693.44
3802,20200925,4,1,11373.9,8066.8,946.6,289.2,85.81,83.69,650.96,88303.8
3803,20200925,5,1,3008.8,529.6,53.3,69.1,22.7,20.77,146.39,164567.94
3804,20200925,6,1,2261.3,312.7,25.5,67.5,17.06,16.32,138.66,132054.01
3805,20200926,1,1,9261.2,7493.7,770.1,321.8,95.49,95.48,498.77,67538.66
3806,20200926,2,1,9343.7,6987.2,748.4,250.6,96.34,88.24,491.98,156974.33
3807,20200926,3,1,8759.8,6299.6,651.7,235.4,90.32,84.86,358.24,79353.29
3808,20200926,4,1,11625.8,8598.2,817.0,261.3,87.71,87.27,519.04,150047.78
3809,20200926,5,1,1151.8,81.2,7.7,41.6,8.69,8.32,78.62,141714.83
3810,20200926,6,1,1004.7,65.1,6.9,21.1,7.58,7.65,50.41,193166.72
3811,20200927,1,1,9198.2,6866.7,628.9,249.4,94.84,88.09,633.78,182276.36
3812,20200927,2,1,8789.9,6175.3,739.1,343.9,90.63,82.9,526.58,44627.24
3813,20200927,3,1,9118.7,7348.2,730.0,359.4,94.02,95.09,573.83,112805.28
3814,20200927,4,1,12639.8,10123.6,932.0,455.9,95.36,94.51,725.73,68985.28
3815,20200927,5,1,3040.6,552.7,46.0,66.2,22.94,21.45,204.7,158926.74
3816,20200927,6,1,3201.0,597.1,64.9,93.3,24.15,22.01,150.27,106281.33
3817,20200928,1,1,8536.7,5766.6,677.7,287.1,88.02,79.71,403.59,232041.4
3818,20200928,2,1,8659.9,6431.8,766.5,179.0,89.29,87.64,442.99,150169.17
3819,20200928,3,1,9006.1,6445.5,543.5,331.6,92.86,84.45,407.04,86735.03
3820,20200928,4,1,13140.8,10845.6,1185.9,448.8,99.14,97.39,896.37,109526.83
3821,20200928,5,1,803.2,41.7,4.4,30.4,6.06,6.12,45.22,145739.19
3822,20200928,6,1,3789.5,935.8,77.2,116.1,28.59,29.14,175.6,115496.52
3823,20200929,1,1,9144.8,7239.1,802.9,262.0,94.29,93.41,433.96,267260.32
3824,20200929,2,1,8704.5,6514.4,569.5,206.5,89.75,88.31,548.19,110117.45
3825,20200929,3,1,8931.5,6398.1,720.7,233.5,92.09,84.53,584.54,74793.08
3826,20200929,4,1,12604.0,9344.0,932.5,458.9,95.09,87.48,657.85,99839.05
3827,20200929,5,1,13082.5,10278.6,860.5,443.0,98.7,92.71,709.48,165166.9
3828,20200929,6,1,2681.4,423.1,40.4,77.5,20.23,18.62,114.36,178903.77
3829,20200930,1,1,9128.4,7246.2,758.4,243.7,94.12,93.67,390.29,64653.32
3830,20200930,2,1,8770.5,6374.2,676.6,209.8,90.43,85.76,424.27,194179.85
3831,20200930,3,1,9512.4,7652.7,727.0,335.9,98.08,94.93,548.62,95711.02
3832,20200930,4,1,12374.7,9760.3,805.8,469.6,93.36,93.07,740.49,141073.27
3833,20200930,5,1,11495.9,7851.3,870.6,374.8,86.73,80.59,763.68,80049.33
3834,20200930,6,1,2289.1,309.0,25.4,67.2,17.27,15.93,107.39,224693.63
3835,20201001,1,1,8702.6,5998.1,572.7,298.0,89.73,81.33,401.3,57270.11
3836,20201001,2,1,8706.5,6726.8,671.5,216.7,89.77,91.17,590.71,160891.05
3837,20201001,3,1,7892.7,5150.4,576.9,298.3,81.38,77.0,475.72,113253.53
3838,20201001,4,1,12825.3,10702.6,1209.7,374.6,96.76,98.47,661.29,136442.12
3839,20201001,5,1,11257.3,7634.9,631.3,390.6,84.93,80.03,759.83,143766.78
3840,20201001,6,1,2069.1,267.4,31.5,52.3,15.61,15.25,142.86,69917.92
3841,20201002,1,1,9006.1,6542.4,589.2,225.7,92.86,85.72,371.68,102606.81
3842,20201002,2,1,9433.9,7638.2,742.8,235.9,97.27,95.54,579.81,160482.03
3843,20201002,3,1,9019.7,6887.9,708.5,275.6,93.0,90.11,542.27,208484.81
3844,20201002,4,1,12547.0,9552.7,1003.9,310.0,94.66,89.84,621.05,171171.79
3845,20201002,5,1,11611.2,8781.2,1023.0,425.7,87.6,89.24,711.62,120821.09
3846,20201002,6,1,3642.4,805.3,96.5,86.4,27.48,26.09,199.24,149603.9
3847,20201003,1,1,8873.3,6835.4,582.1,213.7,91.49,90.9,380.43,51817.37
3848,20201003,2,1,9002.3,7198.0,787.9,268.5,92.82,94.35,370.4,65641.77
3849,20201003,3,1,8560.0,6168.3,579.7,325.3,88.26,85.03,510.43,166048.66
3850,20201003,4,1,12593.4,9878.3,798.5,465.3,95.01,92.56,682.47,148792.56
3851,20201003,5,1,11855.1,8756.7,734.1,263.9,89.44,87.16,577.32,115184.82
3852,20201003,6,1,3121.5,588.1,52.2,89.2,23.55,22.23,125.88,127770.21
3853,20201004,1,1,8536.7,6359.9,536.8,341.2,88.02,87.91,402.73,76764.69
3854,20201004,2,1,9698.6,7834.5,704.8,210.8,100.0,95.32,508.33,108449.43
3855,20201004,3,1,9284.5,7142.0,829.7,365.4,95.73,90.77,466.01,93090.35
3856,20201004,4,1,12427.7,9288.1,899.5,482.2,93.76,88.19,830.51,146752.64
3857,20201004,5,1,13010.9,9928.0,1081.8,289.6,98.16,90.04,523.44,228786.82
3858,20201004,6,1,800.6,39.8,3.7,31.3,6.04,5.86,50.58,132984.94
3859,20201005,1,1,8614.3,6188.4,665.4,207.2,88.82,84.77,391.15,49456.4
3860,20201005,2,1,9287.4,7470.9,872.3,188.8,95.76,94.92,612.51,96567.15
3861,20201005,3,1,9666.6,7919.3,734.8,209.2,99.67,96.67,639.14,63482.89
3862,20201005,4,1,12883.7,9791.6,1120.4,439.7,97.2,89.68,603.16,89482.89
3863,20201005,5,1,11902.8,8894.8,858.3,363.8,89.8,88.18,595.5,186293.53
3864,20201005,6,1,1028.6,61.1,6.6,26.8,7.76,7.01,67.56,134202.41
3865,20201006,1,1,8899.5,6255.3,579.5,186.9,91.76,82.94,415.08,62237.43
3866,20201006,2,1,8548.4,6301.2,560.6,242.2,88.14,86.98,537.85,223635.45
3867,20201006,3,1,9229.2,6745.9,695.5,284.3,95.16,86.25,447.19,71639.98
3868,20201006,4,1,13098.4,10962.7,1204.4,377.5,98.82,98.76,567.68,57705.45
3869,20201006,5,1,12553.6,10154.6,1151.4,307.3,94.71,95.45,582.05,144408.13
3870,20201006,6,1,2790.1,498.4,47.3,85.3,21.05,21.08,149.61,134681.62
3871,20201007,1,1,8851.0,6452.2,540.5,345.5,91.26,86.02,416.91,161548.28
3872,20201007,2,1,9612.3,8146.0,875.1,330.9,99.11,100.0,641.86,157634.75
3873,20201007,3,1,9135.1,7093.7,723.0,227.9,94.19,91.63,543.66,118765.76
3874,20201007,4,1,12662.3,9840.1,991.5,433.9,95.53,91.7,604.38,95971.54
3875,20201007,5,1,12047.3,9135.5,1023.7,312.3,90.89,89.48,840.7,106750.11
3876,20201007,6,1,3114.9,600.8,70.4,85.3,23.5,22.76,126.6,116539.92
3877,20201008,1,1,1411.2,164.3,16.9,39.3,14.55,13.74,93.25,100381.29
3878,20201008,2,1,8925.6,7052.0,615.6,198.3,92.03,93.23,534.19,138911.55
3879,20201008,3,1,9217.6,7340.5,869.0,206.7,95.04,93.97,489.3,114828.04
3880,20201008,4,1,11908.1,9078.4,727.5,370.5,89.84,89.96,709.85,111066.96
3881,20201008,5,1,11755.7,7977.9,934.7,423.7,88.69,80.08,705.45,123732.41
3882,20201008,6,1,2289.1,321.4,26.4,58.5,17.27,16.57,131.99,79741.97
3883,20201009,1,1,799.2,56.6,4.8,21.4,8.24,8.36,47.49,191627.65
3884,20201009,2,1,8683.2,6691.9,655.7,284.1,89.53,90.94,597.86,87941.92
3885,20201009,3,1,9260.3,7249.7,612.5,295.0,95.48,92.38,416.87,85540.63
3886,20201009,4,1,12854.5,10229.1,1120.5,375.2,96.98,93.9,623.05,127901.69
3887,20201009,5,1,11651.0,7992.8,653.8,348.6,87.9,80.95,503.03,116353.24
3888,20201009,6,1,3348.2,690.3,72.9,79.6,25.26,24.33,188.3,136660.17
3889,20201010,1,1,1673.0,234.6,23.6,65.0,17.25,16.55,81.08,114828.04
3890,20201010,2,1,9369.8,7477.6,801.0,249.8,96.61,94.17,529.41,93020.48
3891,20201010,3,1,8614.3,6136.6,633.0,253.2,88.82,84.06,376.67,76403.24
3892,20201010,4,1,12727.3,9397.7,894.6,319.2,96.02,87.13,753.61,78988.45
3893,20201010,5,1,11717.2,8417.5,867.8,367.6,88.4,84.77,806.9,128108.35
3894,20201010,6,1,1454.1,122.2,12.8,36.2,10.97,9.92,82.38,124971.29
3895,20201011,1,1,2039.6,350.4,35.3,70.9,21.03,20.27,129.49,107160.38
3896,20201011,2,1,9153.6,7194.9,590.9,292.6,94.38,92.75,442.15,128170.09
3897,20201011,3,1,8817.0,6505.2,552.7,209.2,90.91,87.06,394.38,144512.69
3898,20201011,4,1,12614.6,9305.9,830.4,497.9,95.17,87.05,807.58,87191.77
3899,20201011,5,1,13156.7,10545.4,1037.7,376.7,99.26,94.58,883.74,166863.74
3900,20201011,6,1,3350.8,683.8,77.6,110.2,25.28,24.08,139.61,95237.63
3901,20201012,1,1,2085.2,375.0,41.7,65.2,21.5,21.22,112.1,139056.23
3902,20201012,2,1,8852.9,6366.6,744.9,190.6,91.28,84.86,537.35,119571.64
3903,20201012,3,1,8816.1,6591.1,764.5,257.3,90.9,88.22,365.91,164952.34
3904,20201012,4,1,12174.5,9260.9,1108.3,288.9,91.85,89.76,710.43,73443.94
3905,20201012,5,1,11837.9,8501.2,808.5,432.5,89.31,84.74,637.1,128506.39
3906,20201012,6,1,3227.5,645.8,75.3,81.7,24.35,23.61,139.38,148092.08
3907,20201013,1,1,1212.3,128.8,14.3,38.6,12.5,12.54,57.96,89612.91
3908,20201013,2,1,8854.8,6953.3,586.0,270.0,91.3,92.66,373.05,130933.35
3909,20201013,3,1,8922.7,6608.1,764.9,289.5,92.0,87.39,387.32,218969.07
3910,20201013,4,1,11362.0,7746.4,783.5,408.3,85.72,80.45,757.07,140044.14
3911,20201013,5,1,13254.8,10363.5,1019.0,370.0,100.0,92.26,785.89,147828.54
3912,20201013,6,1,1663.5,179.2,20.8,42.7,12.55,12.71,115.9,85771.24
3913,20201014,1,1,2204.5,422.6,44.3,74.8,22.73,22.62,97.71,94413.95
3914,20201014,2,1,8251.6,5890.8,529.3,213.7,85.08,84.24,398.44,110157.49
3915,20201014,3,1,9067.2,7286.1,764.8,243.1,93.49,94.82,614.62,117622.54
3916,20201014,4,1,12038.0,9223.4,830.0,378.2,90.82,90.41,789.66,71361.46
3917,20201014,5,1,11857.7,9164.6,864.2,329.9,89.46,91.2,594.3,54233.1
3918,20201014,6,1,3108.2,610.9,48.9,72.8,23.45,23.19,151.47,79824.46
3919,20201015,1,1,647.9,35.2,4.1,17.3,6.68,6.42,30.84,194038.25
3920,20201015,2,1,9356.3,6995.8,620.8,224.0,96.47,88.23,484.3,225375.95
3921,20201015,3,1,8919.8,6754.9,789.2,237.0,91.97,89.36,472.15,155816.85
3922,20201015,4,1,12895.6,9695.7,920.4,380.0,97.29,88.72,581.76,76471.76
3923,20201015,5,1,12838.6,10417.8,960.1,302.5,96.86,95.75,546.53,128175.93
