MaintenanceID,DateKey,EquipmentID,EmployeeID,MaintenanceType,DowntimeHours,MaintenanceCost,Status
1037,20240309,220,1110,Electrical Inspection,4.0,1552.1,Completed
1038,20191106,59,1159,Piping Inspection,3.0,2309.23,Completed
1039,20190220,157,2354,Calibration,1.6,1504.07,Cancelled
1040,20240305,135,2981,Corrective,0.8,60342.01,Completed
1041,20221031,165,1605,Calibration,2.0,281.92,In Progress
1042,20191023,11,695,Preventive,3.4,953.21,Completed
1043,20230512,86,210,SRV Testing,2.2,1726.24,Completed
1044,20221228,78,840,SRV Testing,0.6,2690.87,Completed
1045,20221227,262,1367,Corrective,11.8,36950.56,Completed
1046,20241028,239,2427,Piping Inspection,1.9,2836.96,Completed
1047,20220917,296,143,Condition-Based,2.7,4330.81,Completed
1048,20220314,153,574,Lubrication Service,3.1,1126.31,Deferred
1049,20240410,334,285,Preventive,2.2,1426.74,Completed
1050,20220304,111,2123,Vibration Analysis,2.6,1407.09,Deferred
1051,20220812,47,5,Piping Inspection,0.5,3878.49,Cancelled
1052,20200114,34,1965,Piping Inspection,2.6,1390.89,Completed
1053,20230112,74,375,Corrective,5.0,74669.08,In Progress
1054,20201004,216,1756,Preventive,2.0,3429.21,Completed
1055,20230514,37,226,Piping Inspection,3.3,4411.68,Cancelled
1056,20240509,63,346,Corrective,1.0,74783.57,Completed
1057,20231010,276,454,Vibration Analysis,3.5,515.49,In Progress
1058,20190408,103,1506,Thickness Measurement,2.8,2953.42,Completed
1059,20220713,269,2639,Calibration,3.2,992.53,Completed
1060,20190216,196,59,Corrective,3.7,71784.74,Cancelled
1061,20191203,48,2465,Calibration,1.4,935.74,Deferred
1062,20200903,59,1998,Corrective,5.2,39973.73,Completed
1063,20240815,154,2152,SRV Testing,1.9,3434.61,Cancelled
1064,20220120,97,1263,Electrical Inspection,3.4,3757.93,Completed
1065,20230711,314,184,Vibration Analysis,2.5,1237.43,Completed
1066,20220221,78,1481,Condition-Based,0.6,1795.13,Completed
1067,20190521,69,64,Thickness Measurement,2.3,1975.8,Cancelled
1068,20241008,171,1585,Calibration,0.7,1657.86,In Progress
1069,20210410,12,391,Electrical Inspection,2.7,2057.4,Completed
1070,20201231,28,1735,Vibration Analysis,2.0,887.28,Completed
1071,20190104,234,1580,Predictive,1.0,2025.17,Cancelled
1072,20200717,331,2911,Electrical Inspection,2.6,1965.05,Completed
1073,20240320,4,1991,Predictive,3.4,2547.22,Completed
1074,20210118,154,316,Vibration Analysis,3.6,1756.96,Completed
1075,20221103,88,254,Preventive,3.6,5504.12,Cancelled
1076,20210908,76,1706,Preventive,2.8,5253.05,Completed
1077,20190324,53,663,Predictive,3.1,4335.24,Completed
1078,20241031,31,2405,Thickness Measurement,1.4,2045.25,Completed
1079,20191206,58,270,Condition-Based,3.9,2312.6,Completed
1080,20230830,68,544,Piping Inspection,2.6,2630.37,Cancelled
1081,20220911,257,1662,Thickness Measurement,3.3,556.0,Cancelled
1082,20191204,60,823,Predictive,0.9,3776.87,In Progress
1083,20241211,238,2283,Piping Inspection,2.0,3043.6,Cancelled
1084,20190721,245,913,Condition-Based,3.8,4428.82,Deferred
1085,20240607,279,1851,Piping Inspection,3.0,4398.53,Completed
1086,20200424,160,450,Condition-Based,3.3,5739.07,Completed
1087,20210509,300,893,SRV Testing,3.1,1736.05,Completed
1088,20240428,260,257,Vibration Analysis,0.8,1544.49,Completed
1089,20240201,133,2614,Lubrication Service,3.1,201.21,Completed
1090,20200908,188,356,Vibration Analysis,0.8,515.84,Cancelled
1091,20221203,191,2711,Lubrication Service,1.1,1182.52,Completed
1092,20240310,26,487,Lubrication Service,0.6,872.75,Completed
1093,20220625,135,198,Lubrication Service,2.8,783.47,Cancelled
1094,20220226,301,2243,Lubrication Service,3.2,1498.71,Deferred
1095,20220622,185,708,Condition-Based,2.2,3020.49,Deferred
1096,20210130,201,2128,Preventive,1.8,6848.25,Cancelled
1097,20220911,227,541,Electrical Inspection,2.4,3698.75,In Progress
1098,20210411,80,2720,Corrective,6.4,8657.92,In Progress
1099,20200229,259,657,Piping Inspection,1.2,2530.63,In Progress
1100,20220804,89,627,Preventive,3.1,6481.58,Completed
1101,20190108,119,754,Corrective,1.1,9185.7,In Progress
1102,20220201,11,1406,Corrective,4.2,43922.76,Completed
1103,20220823,214,2798,Piping Inspection,3.3,4016.95,Deferred
1104,20190726,168,1527,Calibration,1.4,2474.44,Cancelled
1105,20240402,302,596,Predictive,3.0,2951.88,Deferred
1106,20221028,258,1564,Predictive,3.3,1340.52,Completed
1107,20210202,64,713,Corrective,4.3,67944.14,Deferred
1108,20190227,169,2602,Vibration Analysis,2.0,1029.43,In Progress
1109,20230510,321,25,Thickness Measurement,2.4,1512.47,Completed
1110,20230916,45,1867,Preventive,1.3,3109.39,Deferred
1111,20210521,305,2950,Condition-Based,3.3,5832.27,Completed
1112,20240605,134,1015,Thickness Measurement,1.0,2590.82,Completed
1113,20240326,177,1151,Electrical Inspection,3.5,2735.2,Completed
1114,20210618,127,1893,Piping Inspection,2.7,877.39,Completed
1115,20200127,245,2761,Thickness Measurement,2.1,1910.06,Completed
1116,20230613,7,2895,Thickness Measurement,1.4,2360.95,Deferred
1117,20210201,313,2601,Lubrication Service,2.0,966.16,Completed
1118,20240303,173,1432,Lubrication Service,2.3,1455.74,Completed
1119,20201008,146,43,SRV Testing,3.4,3686.53,Completed
1120,20230426,328,2182,Piping Inspection,2.4,2238.4,Deferred
1121,20220317,234,1686,Thickness Measurement,1.6,2064.73,Deferred
1122,20230311,44,660,Calibration,3.5,1009.86,Completed
1123,20240702,316,1513,Calibration,3.9,2109.62,Deferred
1124,20210812,25,1249,Predictive,2.5,4734.85,Completed
1125,20190202,207,214,Preventive,1.8,3350.73,Completed
1126,20200903,264,894,Condition-Based,2.6,4765.38,Cancelled
1127,20210417,291,449,SRV Testing,3.0,1215.98,Completed
1128,20210308,70,556,Condition-Based,1.7,1432.92,Completed
1129,20191024,335,1864,Condition-Based,3.6,3518.33,Deferred
1130,20211211,38,1002,Preventive,1.5,7189.48,Completed
1131,20210625,26,638,Preventive,3.8,5670.94,Cancelled
1132,20210828,331,1119,Vibration Analysis,0.8,724.26,Completed
1133,20200420,121,1344,Corrective,0.6,38392.29,Completed
1134,20240204,257,703,Vibration Analysis,2.0,1097.13,In Progress
1135,20241012,243,845,Vibration Analysis,1.0,752.49,Deferred
1136,20210220,235,43,Thickness Measurement,4.0,2017.77,Completed
1137,20220518,90,1936,Lubrication Service,1.9,990.01,Completed
1138,20210913,104,1484,Piping Inspection,1.4,2250.81,Completed
1139,20220115,291,2696,Piping Inspection,2.5,2291.59,In Progress
1140,20231216,36,433,Thickness Measurement,3.2,2246.88,Cancelled
1141,20221014,224,1918,Thickness Measurement,0.6,1363.3,Deferred
1142,20200704,138,582,Predictive,3.8,2971.87,Completed
1143,20200325,308,2528,Calibration,3.1,1078.69,Cancelled
1144,20230528,86,2143,SRV Testing,1.8,2050.18,Cancelled
1145,20220528,158,2395,Lubrication Service,2.0,992.84,Completed
1146,20231008,120,2613,SRV Testing,3.5,2067.59,Completed
1147,20200607,192,261,Piping Inspection,1.0,4848.72,Deferred
1148,20200725,146,2950,Lubrication Service,3.5,853.79,In Progress
1149,20240119,81,399,Calibration,1.5,587.15,In Progress
1150,20230619,201,2757,Preventive,2.9,3818.46,Cancelled
1151,20190308,161,1033,Condition-Based,1.8,4851.42,Completed
1152,20240301,309,2722,Preventive,1.9,3774.0,Completed
1153,20241127,13,237,Preventive,2.6,5586.83,Completed
1154,20210815,148,1382,Thickness Measurement,2.3,856.81,Completed
1155,20210505,279,1193,Predictive,3.9,1262.26,Deferred
1156,20210515,330,998,Lubrication Service,3.7,660.07,In Progress
1157,20201221,308,374,Calibration,3.7,2297.12,Cancelled
1158,20190921,20,2942,Thickness Measurement,1.2,2023.26,Cancelled
1159,20210622,19,432,Piping Inspection,1.4,3334.15,Completed
1160,20200727,335,583,Calibration,3.5,1252.94,Completed
1161,20210909,303,2004,SRV Testing,3.0,1073.33,In Progress
1162,20210902,34,1126,Preventive,1.5,2391.06,Completed
1163,20240928,76,648,Vibration Analysis,4.0,673.53,Completed
1164,20231004,96,1958,Calibration,2.7,1609.19,Completed
1165,20200623,86,2724,Lubrication Service,1.9,430.69,In Progress
1166,20231111,289,939,Thickness Measurement,1.5,1375.48,Deferred
1167,20200323,208,1298,Calibration,3.6,1281.04,In Progress
1168,20210918,320,2451,Preventive,0.7,743.77,Cancelled
1169,20190212,246,767,SRV Testing,3.1,3035.56,Deferred
1170,20230814,212,1591,Preventive,2.9,1418.97,Cancelled
1171,20191006,199,1487,Piping Inspection,2.3,1050.07,In Progress
1172,20190924,38,685,Vibration Analysis,2.7,475.08,Completed
1173,20230204,60,748,Electrical Inspection,0.5,2158.12,Cancelled
1174,20210913,43,2650,Electrical Inspection,0.9,1348.58,Completed
1175,20200429,145,1156,Preventive,3.1,7333.13,Deferred
1176,20220914,16,2480,SRV Testing,1.0,2087.06,Completed
1177,20220920,195,1749,Piping Inspection,0.8,1303.04,Completed
1178,20240627,145,1013,Electrical Inspection,2.7,1956.66,Completed
1179,20190420,24,2151,Lubrication Service,0.9,666.96,Completed
1180,20221206,72,2093,Predictive,2.4,1382.35,Completed
1181,20241107,153,1716,Piping Inspection,1.2,1003.97,Completed
1182,20191221,20,2260,Electrical Inspection,2.0,3887.63,Cancelled
1183,20220905,251,732,Lubrication Service,0.5,1077.92,In Progress
1184,20230121,36,823,Thickness Measurement,2.8,1962.07,Completed
1185,20220612,74,2509,Predictive,4.0,3193.22,Deferred
1186,20190930,281,2184,Calibration,4.0,2332.89,Completed
1187,20230608,22,642,Piping Inspection,2.4,4434.26,In Progress
1188,20201231,283,2758,Preventive,3.1,1440.66,In Progress
1189,20210423,26,1993,Electrical Inspection,0.6,1659.9,In Progress
1190,20191210,289,2968,Predictive,1.6,3847.9,Completed
1191,20221201,128,854,Piping Inspection,0.9,3739.49,Cancelled
1192,20230522,209,1142,Preventive,2.8,2329.6,Cancelled
1193,20220508,134,2967,Lubrication Service,2.8,947.37,Deferred
1194,20220729,32,742,Thickness Measurement,1.9,1682.75,In Progress
1195,20190626,283,2926,Lubrication Service,2.6,806.2,Completed
1196,20200625,182,431,Thickness Measurement,1.2,2388.99,Completed
1197,20220418,151,790,Calibration,1.9,1919.48,In Progress
1198,20190219,294,2824,Predictive,3.8,1164.2,Deferred
1199,20220531,97,985,Corrective,3.9,64665.76,Completed
1200,20210617,4,1726,Predictive,0.7,3257.92,Completed
1201,20200509,68,2549,Preventive,2.1,3142.79,Completed
1202,20220630,295,422,Preventive,2.4,2390.29,Cancelled
1203,20200421,305,2182,Preventive,3.8,2901.47,Completed
1204,20240715,69,1123,Condition-Based,2.2,2856.93,Cancelled
1205,20190407,15,2752,Lubrication Service,1.3,798.6,Deferred
1206,20200423,127,272,SRV Testing,1.6,1647.82,In Progress
1207,20220613,187,2831,Preventive,0.8,4096.99,Cancelled
1208,20190821,165,2247,Vibration Analysis,2.6,1912.66,Deferred
1209,20220101,18,923,Calibration,2.4,1826.7,Completed
1210,20220224,306,183,Corrective,1.1,27040.95,Cancelled
1211,20220219,230,2156,Piping Inspection,3.7,4578.42,Completed
1212,20230808,247,2224,Lubrication Service,2.7,294.58,In Progress
1213,20241028,193,203,Piping Inspection,0.6,3161.68,Completed
1214,20191210,260,2460,Condition-Based,3.3,2752.7,Deferred
1215,20221218,49,2076,SRV Testing,1.3,3977.16,Completed
1216,20230424,197,2724,Predictive,0.5,1025.54,Cancelled
1217,20191003,49,2734,Condition-Based,2.5,4305.22,Cancelled
1218,20210301,158,2836,Preventive,1.3,7182.01,Completed
1219,20200722,147,198,Thickness Measurement,3.3,2825.55,Completed
1220,20220725,213,51,Condition-Based,3.5,3969.13,Cancelled
1221,20220927,181,2716,Calibration,2.2,1639.99,Cancelled
1222,20210305,333,951,SRV Testing,1.2,2748.29,Cancelled
1223,20201117,180,721,Piping Inspection,1.9,3562.76,Completed
1224,20210425,170,2865,Calibration,1.7,1787.47,Completed
1225,20210228,256,2405,Predictive,2.7,3929.85,In Progress
1226,20211113,312,354,Lubrication Service,0.5,1090.2,Completed
1227,20220912,281,1582,Electrical Inspection,3.5,2546.55,In Progress
1228,20240521,330,113,SRV Testing,3.7,3802.58,In Progress
1229,20190309,318,653,Condition-Based,0.5,3071.21,Completed
1230,20200330,222,2990,Thickness Measurement,1.8,1646.15,Deferred
1231,20240203,266,2129,Lubrication Service,3.7,1224.71,Deferred
1232,20231220,137,821,Lubrication Service,1.3,484.44,Cancelled
1233,20190511,297,1877,Piping Inspection,3.1,4223.32,Deferred
1234,20230905,198,556,Vibration Analysis,2.8,364.54,Deferred
1235,20240103,253,1790,Lubrication Service,2.8,571.26,Deferred
1236,20201013,197,778,Condition-Based,1.5,2340.84,Completed
1237,20240420,305,1192,Condition-Based,2.2,3589.57,Cancelled
1238,20211121,3,2673,Predictive,1.9,4993.02,Completed
1239,20231114,60,270,SRV Testing,3.0,1748.5,Completed
1240,20191217,201,696,Condition-Based,2.6,2229.03,Completed
1241,20210710,6,1029,Electrical Inspection,3.0,2844.12,Completed
1242,20240517,273,2450,Corrective,2.7,56879.56,Deferred
1243,20230530,156,1030,Predictive,3.6,4068.32,Cancelled
1244,20221008,63,1557,SRV Testing,1.1,3486.44,In Progress
1245,20220713,266,2734,Thickness Measurement,3.9,639.83,Deferred
1246,20190527,206,761,Piping Inspection,2.8,4059.06,In Progress
1247,20210916,8,251,Thickness Measurement,0.6,1970.1,Completed
1248,20210316,219,620,Piping Inspection,0.9,1918.45,In Progress
1249,20230209,305,2332,Condition-Based,2.2,2055.69,In Progress
1250,20230327,103,782,Electrical Inspection,3.8,1217.19,Completed
1251,20220319,181,1271,Vibration Analysis,1.2,1791.88,Completed
1252,20231127,327,1603,SRV Testing,2.7,2450.78,Completed
1253,20230928,275,720,Calibration,1.1,1258.63,Completed
1254,20240220,91,695,Calibration,1.7,2121.23,Completed
1255,20220702,240,1759,Corrective,1.7,60654.76,Deferred
1256,20231001,52,1841,Preventive,3.4,3962.34,Deferred
1257,20220611,154,1018,Corrective,4.2,52393.21,Completed
1258,20210502,247,202,Vibration Analysis,1.0,1912.85,Completed
1259,20190417,74,455,SRV Testing,2.4,3202.36,Completed
1260,20200324,171,2111,Corrective,6.0,18729.05,In Progress
1261,20200815,26,1163,Vibration Analysis,1.5,1980.9,Completed
1262,20221113,256,2252,SRV Testing,1.9,2695.59,Completed
1263,20191224,139,1352,SRV Testing,2.9,1455.3,Completed
1264,20190127,213,2322,Thickness Measurement,2.8,2927.54,Cancelled
1265,20230826,329,958,Electrical Inspection,0.9,2590.79,Completed
1266,20221009,335,2969,Electrical Inspection,1.6,3506.93,In Progress
1267,20240209,189,2205,Thickness Measurement,2.7,2773.01,Completed
1268,20241011,130,962,Condition-Based,1.2,2740.29,Cancelled
1269,20210325,323,226,Preventive,3.8,2909.22,Deferred
1270,20230413,114,1675,Vibration Analysis,2.8,1398.29,Completed
1271,20210402,135,2587,Calibration,0.9,2288.44,Completed
1272,20191025,100,2942,Vibration Analysis,0.8,1841.78,Completed
1273,20191120,253,2427,Vibration Analysis,3.4,1995.13,In Progress
1274,20190221,95,2471,Condition-Based,2.5,1774.33,Deferred
1275,20240413,288,2434,SRV Testing,3.1,3853.66,Completed
1276,20221218,146,2819,Thickness Measurement,2.0,1294.72,Cancelled
1277,20220619,144,1774,Electrical Inspection,2.7,1613.99,Completed
1278,20231104,8,1654,Vibration Analysis,3.6,545.21,In Progress
1279,20220619,146,922,Predictive,3.0,3657.11,Cancelled
1280,20220227,246,92,Lubrication Service,1.6,838.43,Completed
1281,20200210,148,1791,Lubrication Service,1.7,1285.69,Completed
1282,20190520,313,2947,Electrical Inspection,1.8,1144.16,Completed
1283,20220822,273,1348,Preventive,0.6,995.86,Completed
1284,20200626,163,2011,Vibration Analysis,1.1,1857.18,Completed
1285,20210328,11,2110,Electrical Inspection,3.0,3357.36,Completed
1286,20241023,70,1394,Condition-Based,1.3,5454.16,Completed
1287,20220628,11,54,Preventive,1.0,5146.83,In Progress
1288,20230315,158,1075,SRV Testing,1.2,2332.75,Cancelled
1289,20210808,47,468,Electrical Inspection,1.8,1617.1,Completed
1290,20240909,126,545,Piping Inspection,1.8,3788.08,Completed
1291,20220919,322,717,Vibration Analysis,2.1,878.62,In Progress
1292,20241012,216,768,Corrective,3.1,55784.53,Completed
1293,20210709,69,113,SRV Testing,2.3,3296.84,Completed
1294,20230714,293,2235,Lubrication Service,1.2,814.46,Cancelled
1295,20240506,160,459,Calibration,0.7,1947.65,Completed
1296,20230511,16,2473,Vibration Analysis,1.9,606.59,Cancelled
1297,20200918,201,1815,Thickness Measurement,3.1,1083.71,Completed
1298,20201218,210,1134,Predictive,1.1,2708.74,In Progress
1299,20190409,210,33,Piping Inspection,2.5,4595.73,Completed
1300,20210531,162,308,Corrective,13.7,18199.9,In Progress
1301,20220922,126,227,Corrective,11.9,39474.91,Completed
1302,20241007,224,1096,Calibration,1.6,969.97,Completed
1303,20220915,101,1827,Vibration Analysis,1.6,453.17,Completed
1304,20241012,75,1235,Calibration,1.1,1112.18,Completed
1305,20210521,25,697,Vibration Analysis,2.1,1800.38,Deferred
1306,20221216,81,2046,SRV Testing,1.0,3715.13,Deferred
1307,20210321,125,2122,Corrective,3.0,20435.9,Completed
1308,20201013,207,484,Vibration Analysis,3.4,547.13,Cancelled
1309,20190116,180,2370,Predictive,1.9,3386.45,In Progress
1310,20230307,168,504,Lubrication Service,3.8,1451.36,Deferred
1311,20240120,21,2932,Corrective,9.2,31808.66,Completed
1312,20210112,92,1427,Vibration Analysis,3.1,923.34,Completed
1313,20220616,299,663,Calibration,0.8,1965.07,Completed
1314,20200710,58,672,Preventive,3.3,7001.43,Completed
1315,20241027,315,2974,Lubrication Service,0.9,1182.64,Cancelled
1316,20210705,327,312,Thickness Measurement,3.6,1357.32,Completed
1317,20231025,42,248,SRV Testing,1.1,1003.48,Deferred
1318,20220715,128,792,Lubrication Service,3.5,827.03,Deferred
1319,20210116,105,1951,Condition-Based,2.5,5112.18,In Progress
1320,20240528,300,2697,Lubrication Service,2.6,838.2,In Progress
1321,20231213,253,1791,Electrical Inspection,1.9,1030.63,Cancelled
1322,20230828,119,621,Predictive,1.7,2912.42,Completed
1323,20190618,31,552,Predictive,3.1,2180.57,Deferred
1324,20200120,199,121,Thickness Measurement,2.8,857.48,Deferred
1325,20190914,248,2822,Thickness Measurement,2.7,2330.98,Deferred
1326,20220413,144,1447,Condition-Based,2.3,4816.42,Completed
1327,20230105,276,1448,SRV Testing,2.9,2350.16,In Progress
1328,20230505,156,318,Corrective,1.5,14166.84,Cancelled
1329,20210909,102,82,Calibration,0.9,2231.07,In Progress
1330,20210910,20,1931,Preventive,1.9,2197.99,Deferred
1331,20220907,321,2362,Piping Inspection,2.1,1433.57,Completed
1332,20190614,292,2812,Calibration,1.6,1065.91,Cancelled
1333,20201102,186,2284,Calibration,2.8,1782.03,Cancelled
1334,20200718,288,676,Piping Inspection,2.2,3231.73,Completed
1335,20211022,69,1531,Thickness Measurement,2.7,1958.28,Completed
1336,20221129,288,1122,Piping Inspection,1.5,1401.83,Completed
1337,20220417,188,2090,Piping Inspection,0.5,1640.42,Completed
1338,20190813,231,1960,Preventive,3.1,3817.24,Deferred
1339,20230627,278,2323,Condition-Based,1.1,4334.93,Completed
1340,20210412,157,2048,Electrical Inspection,1.0,2032.77,Completed
1341,20200208,56,1226,Predictive,3.5,2064.36,Completed
1342,20190617,60,1062,Preventive,1.3,1997.55,In Progress
1343,20220407,291,2147,Lubrication Service,3.5,675.76,Completed
1344,20240305,182,1791,Preventive,2.6,6682.99,Deferred
1345,20211026,121,2718,Thickness Measurement,2.2,2696.39,In Progress
1346,20201121,289,1169,Piping Inspection,1.3,2017.4,Completed
1347,20220822,9,1330,Piping Inspection,3.6,3995.25,Deferred
1348,20231228,251,301,Electrical Inspection,3.0,2479.85,In Progress
1349,20240208,170,1877,Electrical Inspection,1.7,1294.84,Deferred
1350,20210115,224,2838,Electrical Inspection,0.8,1197.0,Completed
1351,20190225,134,2855,SRV Testing,0.8,2986.72,Completed
1352,20201019,161,2660,Condition-Based,1.9,1701.3,Completed
1353,20210719,271,1868,Piping Inspection,1.8,3629.77,In Progress
1354,20241109,261,576,Piping Inspection,1.3,2802.63,Completed
1355,20210527,210,2421,Electrical Inspection,0.5,2338.78,Completed
1356,20201221,33,2027,Condition-Based,2.2,4472.84,Deferred
1357,20190628,79,780,Condition-Based,2.2,5179.21,Completed
1358,20221202,141,2781,Preventive,0.9,1286.65,Completed
1359,20240605,240,2961,Lubrication Service,1.0,317.46,Completed
1360,20220901,154,707,Corrective,2.1,51300.46,Deferred
1361,20201103,188,2325,SRV Testing,2.1,3785.59,Completed
1362,20231005,234,2972,Thickness Measurement,2.8,2846.27,Deferred
1363,20211010,209,2960,Calibration,0.7,2466.5,In Progress
1364,20191019,326,2033,Condition-Based,3.2,2695.64,Cancelled
1365,20241205,203,1706,Corrective,13.2,40887.15,Deferred
1366,20220510,69,820,Lubrication Service,1.7,206.31,In Progress
1367,20220407,172,2435,Electrical Inspection,1.5,3047.14,Deferred
1368,20221214,326,916,Piping Inspection,3.4,3335.04,Completed
1369,20190922,313,744,Condition-Based,2.7,2966.7,Cancelled
1370,20211031,20,2532,Predictive,3.6,1053.23,Completed
1371,20210621,286,2828,Lubrication Service,2.4,762.84,Deferred
1372,20220726,287,955,Piping Inspection,3.6,1239.51,Completed
1373,20190609,259,1884,Calibration,2.1,1679.48,Completed
1374,20241211,228,2018,Piping Inspection,2.7,3101.31,Completed
1375,20220728,9,1816,Condition-Based,3.3,1563.49,In Progress
1376,20210525,302,360,Electrical Inspection,3.0,3733.18,In Progress
1377,20220804,309,2734,Condition-Based,1.3,1790.96,Completed
1378,20201023,78,1700,Calibration,1.6,922.17,In Progress
1379,20240525,270,1567,Preventive,3.0,6574.51,In Progress
1380,20210710,67,2767,Electrical Inspection,0.6,3222.08,Deferred
1381,20221111,71,61,Piping Inspection,2.7,4439.3,Deferred
1382,20200521,92,466,Thickness Measurement,3.1,2679.65,Completed
1383,20220625,211,2285,Preventive,1.9,850.67,Deferred
1384,20241211,109,1917,Condition-Based,1.8,5659.84,Completed
1385,20190306,317,2116,Electrical Inspection,3.2,846.89,Completed
1386,20210504,280,1964,Vibration Analysis,3.1,397.5,In Progress
1387,20201113,257,2021,Corrective,14.2,48906.03,Completed
1388,20220213,221,1529,Lubrication Service,2.3,1352.48,Completed
1389,20230910,38,1842,Lubrication Service,1.8,574.2,In Progress
1390,20230916,210,1690,Condition-Based,0.8,2650.63,Cancelled
1391,20240211,332,907,Predictive,2.5,3312.12,Cancelled
1392,20190819,248,2172,Lubrication Service,0.9,1325.43,Cancelled
1393,20200630,81,1250,Condition-Based,3.7,5598.24,In Progress
1394,20201016,116,148,Electrical Inspection,2.4,1514.03,Completed
1395,20241214,233,1998,Preventive,2.5,2619.12,Cancelled
1396,20200327,304,1565,Thickness Measurement,0.8,1136.1,Completed
1397,20231106,20,2365,Corrective,4.9,67691.5,Deferred
1398,20211226,270,1414,Predictive,2.5,3599.05,Completed
1399,20190922,183,2844,Electrical Inspection,2.5,3952.32,In Progress
1400,20200821,16,33,Condition-Based,3.2,1317.17,Cancelled
1401,20230715,80,2546,Electrical Inspection,3.6,1174.9,Cancelled
1402,20210212,46,193,SRV Testing,3.5,1072.9,In Progress
1403,20221231,133,1429,SRV Testing,2.9,1789.66,In Progress
1404,20230224,222,351,Piping Inspection,1.8,4109.46,Completed
1405,20230822,95,2434,Thickness Measurement,2.0,684.01,Completed
1406,20210724,62,626,Electrical Inspection,0.6,2449.35,Cancelled
1407,20240913,147,2089,SRV Testing,3.4,1812.82,Completed
1408,20190626,228,670,Preventive,3.7,7870.65,Completed
1409,20190725,9,2489,Condition-Based,3.6,5210.18,Deferred
1410,20191214,67,2665,Corrective,3.9,34488.29,Completed
1411,20230310,47,942,Predictive,2.3,4260.67,Completed
1412,20240828,66,775,Preventive,3.9,7930.95,Cancelled
1413,20220212,163,1542,Vibration Analysis,1.0,841.49,In Progress
1414,20200107,165,2544,Piping Inspection,0.6,1409.99,Cancelled
1415,20190212,291,1591,Electrical Inspection,0.8,2899.97,Completed
1416,20200131,151,183,Calibration,2.3,1389.96,Completed
1417,20210208,285,153,Corrective,4.6,37668.34,Completed
1418,20240625,267,1321,SRV Testing,1.3,1670.32,Cancelled
1419,20220528,68,845,Condition-Based,3.1,4290.89,Completed
1420,20210220,67,1575,Condition-Based,3.6,3117.25,Completed
1421,20200106,89,501,Corrective,10.7,65815.67,Deferred
1422,20200630,212,1117,Corrective,1.3,27636.15,In Progress
1423,20200229,281,183,Predictive,2.6,4016.62,Completed
1424,20230701,78,2796,Lubrication Service,2.3,696.41,Completed
1425,20240511,140,2345,Lubrication Service,2.0,526.84,In Progress
1426,20210225,248,767,Preventive,3.1,7325.94,In Progress
1427,20240120,48,391,Corrective,2.5,53550.9,Completed
1428,20210412,51,2740,Corrective,3.9,45197.39,Completed
1429,20200501,67,2452,Lubrication Service,1.2,676.19,In Progress
1430,20210517,78,521,Piping Inspection,1.6,2356.04,Completed
1431,20231023,269,1611,Piping Inspection,3.7,2581.79,Deferred
1432,20240826,53,1043,Condition-Based,1.9,1517.62,Completed
1433,20200802,217,978,Piping Inspection,3.5,3047.25,Completed
1434,20210407,43,2188,Calibration,1.0,341.4,In Progress
1435,20200817,272,1566,Piping Inspection,0.5,1340.2,In Progress
1436,20240804,138,723,Vibration Analysis,3.0,769.05,Cancelled
1437,20210413,214,362,Predictive,3.5,4805.07,Deferred
1438,20241104,251,1279,Lubrication Service,3.8,1112.79,In Progress
1439,20240222,174,1728,Piping Inspection,2.8,1051.93,Completed
1440,20201016,201,2284,Lubrication Service,1.1,994.65,In Progress
1441,20190605,333,296,SRV Testing,2.0,2518.36,Cancelled
1442,20230706,130,2307,Predictive,3.4,4202.51,Deferred
1443,20240607,199,534,Predictive,1.3,4891.89,Completed
1444,20200110,220,2338,Calibration,3.8,1780.39,In Progress
1445,20240908,109,1303,Thickness Measurement,3.6,979.79,Completed
1446,20230502,330,2143,Piping Inspection,2.0,928.72,Completed
1447,20230722,150,1060,Corrective,0.9,64137.73,In Progress
1448,20200514,12,463,Predictive,1.8,2078.16,Completed
1449,20230129,170,1011,Thickness Measurement,1.2,1986.98,In Progress
1450,20201112,264,410,Preventive,1.8,6435.33,Completed
1451,20190714,64,1815,Predictive,1.7,3271.96,Completed
1452,20220814,314,2838,Condition-Based,0.6,3162.83,Deferred
1453,20220201,288,1098,SRV Testing,3.7,2762.03,Completed
1454,20190429,224,2836,Preventive,3.1,781.7,Completed
1455,20200201,123,2947,Predictive,0.8,995.07,Completed
1456,20240521,230,445,Piping Inspection,3.0,4884.7,Deferred
1457,20220705,286,1921,Lubrication Service,1.0,650.56,Completed
1458,20200924,239,1992,Piping Inspection,3.0,4002.98,Cancelled
1459,20200519,295,2836,Condition-Based,2.3,2890.78,In Progress
1460,20220628,283,2789,Corrective,1.1,29044.68,Completed
1461,20220824,112,806,SRV Testing,1.5,1966.98,Completed
1462,20230925,93,1104,Corrective,5.6,32964.38,Completed
1463,20191105,145,2714,Lubrication Service,1.6,956.15,Cancelled
1464,20200616,236,245,Piping Inspection,1.1,3676.68,In Progress
1465,20190924,110,2598,Electrical Inspection,3.5,3747.26,Completed
1466,20231104,323,374,Calibration,0.5,1199.92,Completed
1467,20221029,181,211,Vibration Analysis,3.4,973.83,In Progress
1468,20200125,189,2417,Lubrication Service,1.2,710.8,In Progress
1469,20230331,308,1359,Vibration Analysis,1.5,1026.02,In Progress
