ShipmentID,DateKey,CustomerID,ProductID,Vessel,Quantity,UnitPrice,Revenue,FreightCost,LoadingPort,DestinationCountryID,ShipmentStatus
9802,20241005,3,1,Niger Spirit,177235.4,9.42,1669557.47,105038.56,Bonny Island Terminal,8,Loading
9803,20190729,26,2,Bonga Merchant,19393.4,539.26,10458084.88,795190.53,Bonny Island Terminal,47,Delivered
9804,20220930,4,1,Odudu Explorer,57788.9,9.35,540326.21,16687.89,Bonny Island Terminal,32,Cancelled
9805,20210406,20,1,Brass LNG Carrier,168058.9,9.08,1525974.81,98480.85,Bonny Island Terminal,17,Delivered
9806,20191003,4,3,Port Harcourt Mist,22062.1,583.3,12868822.93,771882.92,Bonny Island Terminal,7,Delivered
9807,20240928,1,1,Brass Crown,133954.9,10.5,1406526.45,78595.57,Bonny Island Terminal,28,Cancelled
9808,20201006,15,1,Brass Crown,81783.3,11.9,973221.27,47841.0,Bonny Island Terminal,19,In Transit
9809,20190829,28,3,BGT Eagle,16882.7,605.92,10229565.58,472176.63,Bonny Island Terminal,49,Delivered
9810,20190204,12,5,Aso Rock Pride,14512.4,543.55,7888215.02,307201.14,Bonny Island Terminal,25,Cancelled
9811,20200728,9,1,Delta Pioneer,102955.4,11.95,1230317.03,53597.7,Bonny Island Terminal,23,In Transit
9812,20200528,16,5,BGT Whale,21717.3,428.36,9302822.63,283873.07,Bonny Island Terminal,20,Cancelled
9813,20200125,17,1,Bonga Merchant,141877.1,10.28,1458496.59,85442.27,Bonny Island Terminal,18,Delivered
9814,20240412,8,1,Calabar Wind,103939.3,10.92,1135017.16,45699.13,Bonny Island Terminal,32,Delivered
9815,20210430,29,1,Forcados Brave,62698.7,11.37,712884.22,34393.34,Bonny Island Terminal,27,In Transit
9816,20210505,8,1,BGT Whale,121115.1,8.76,1060968.28,76998.0,Bonny Island Terminal,46,Delivered
9817,20220315,6,1,Bonny Eagle,62134.6,7.28,452339.89,14595.4,Bonny Island Terminal,1,Delivered
9818,20240426,21,1,Delta Crown,147008.0,8.78,1290730.24,93700.01,Bonny Island Terminal,47,Loading
9819,20241222,1,1,BGT Eagle,101997.5,8.46,862898.85,49608.43,Bonny Island Terminal,49,Loading
9820,20190203,19,1,Odudu Explorer,129764.0,8.12,1053683.68,48185.27,Bonny Island Terminal,35,Cancelled
9821,20220816,20,1,Kainji Mariner,103288.9,11.4,1177493.46,39737.29,Bonny Island Terminal,29,Delivered
9822,20200805,6,1,Abuja Voyager,163225.4,7.3,1191545.42,79804.25,Bonny Island Terminal,46,Delivered
9823,20190619,18,2,Kainji Mariner,29895.6,566.3,16929878.28,1256493.56,Bonny Island Terminal,23,Delivered
9824,20191206,17,1,Brass Crown,165589.3,8.99,1488647.81,116762.54,Bonny Island Terminal,21,Cancelled
9825,20201012,7,1,Odudu Explorer,82610.7,7.36,608014.75,43464.56,Bonny Island Terminal,35,Cancelled
9826,20210919,5,4,Escravos Queen,87380.6,73.77,6446066.86,374674.91,Bonny Island Terminal,35,Loading
9827,20241112,16,4,Lagos Star,97749.1,85.18,8326268.34,263403.37,Bonny Island Terminal,48,Loading
9828,20200220,4,1,Finima Pioneer,113128.5,12.57,1422025.25,76540.54,Bonny Island Terminal,18,Cancelled
9829,20221117,27,1,BGT Whale,92653.4,7.34,680075.96,44902.16,Bonny Island Terminal,48,Loading
9830,20240529,27,1,Brass LNG Carrier,95752.1,10.18,974756.38,75268.48,Bonny Island Terminal,16,In Transit
9831,20191202,8,4,Onne Star,80175.8,75.04,6016392.03,323006.82,Bonny Island Terminal,6,Cancelled
9832,20240902,18,1,BGT Falcon,95210.9,10.8,1028277.72,31214.83,Bonny Island Terminal,52,Delivered
9833,20240306,3,1,Finima Pioneer,167404.3,11.94,1998807.34,107920.26,Bonny Island Terminal,6,Delivered
9834,20210309,9,1,Sapele Hawk,114335.8,11.52,1317148.42,65797.79,Bonny Island Terminal,3,In Transit
9835,20190418,24,1,Brass LNG Carrier,65021.2,9.37,609248.64,35825.64,Bonny Island Terminal,23,Delivered
9836,20240903,5,1,Bonny Eagle,78653.0,10.54,829002.62,36437.17,Bonny Island Terminal,3,Delivered
9837,20210514,18,4,Forcados Brave,56904.9,65.68,3737513.83,138183.0,Bonny Island Terminal,35,Cancelled
9838,20190626,30,1,Bonga Merchant,65487.4,7.18,470199.53,29985.07,Bonny Island Terminal,7,Delivered
9839,20220529,22,5,Delta Pioneer,16879.3,380.51,6422742.44,291293.26,Bonny Island Terminal,7,Delivered
9840,20190617,1,1,Delta Crown,175434.2,9.93,1742061.61,133933.27,Bonny Island Terminal,38,Delivered
9841,20210630,16,2,BGT Dolphin,15123.9,395.63,5983468.56,458388.45,Bonny Island Terminal,25,Delivered
9842,20220119,20,4,Delta Pioneer,78907.5,80.77,6373358.77,234186.47,Bonny Island Terminal,25,Delivered
9843,20211030,18,4,Escravos Queen,50815.5,81.41,4136889.85,211036.65,Bonny Island Terminal,36,Delivered
9844,20241221,19,1,Aso Rock Pride,87722.4,9.35,820204.44,25058.41,Bonny Island Terminal,17,In Transit
9845,20190910,25,1,BGT Dolphin,72654.8,8.72,633549.86,29917.57,Bonny Island Terminal,9,Delivered
9846,20230429,4,1,Onne Star,139236.4,7.14,994147.9,50888.72,Bonny Island Terminal,5,Delivered
9847,20240928,22,1,Niger Spirit,99366.2,11.68,1160597.22,75992.66,Bonny Island Terminal,9,Delivered
9848,20221121,24,1,Abuja Voyager,138460.0,10.52,1456599.2,53049.52,Bonny Island Terminal,47,Delivered
9849,20240921,7,1,Benin Trader,93559.3,10.89,1018860.78,63780.55,Bonny Island Terminal,39,In Transit
9850,20241104,3,1,Brass LNG Carrier,86414.2,9.05,782048.51,40695.5,Bonny Island Terminal,29,Loading
9851,20240626,19,1,Delta Crown,159798.4,10.95,1749792.48,138555.17,Bonny Island Terminal,38,Delivered
9852,20220322,25,1,Onne Star,93454.1,9.21,860712.26,37700.84,Bonny Island Terminal,32,Loading
9853,20190912,16,2,Brass LNG Carrier,38264.3,621.27,23772461.66,1368517.81,Bonny Island Terminal,4,Delivered
9854,20220328,7,2,Finima Pioneer,37080.2,600.99,22284829.4,1465738.42,Bonny Island Terminal,26,In Transit
9855,20221207,1,1,BGT Falcon,168821.3,10.2,1721977.26,128480.94,Bonny Island Terminal,4,Delivered
9856,20230709,4,4,Brass Crown,82643.4,92.05,7607324.97,239906.96,Bonny Island Terminal,28,Delivered
9857,20200121,2,1,Bonga Merchant,86745.6,8.9,772035.84,28694.61,Bonny Island Terminal,48,Delivered
9858,20200811,9,5,Zuma Mariner,23511.5,439.42,10331423.33,757532.87,Bonny Island Terminal,12,Delivered
9859,20230212,26,1,Sapele Hawk,124526.8,8.29,1032327.17,33897.14,Bonny Island Terminal,49,In Transit
9860,20200514,3,1,Bonny Eagle,94423.4,7.14,674183.08,44218.09,Bonny Island Terminal,33,Delivered
9861,20240912,18,1,Calabar Wind,79005.0,8.45,667592.25,47758.95,Bonny Island Terminal,51,In Transit
9862,20220423,13,4,Benin Trader,111944.8,91.74,10269815.95,351359.95,Bonny Island Terminal,12,Delivered
9863,20221015,4,4,Zuma Mariner,51606.1,56.94,2938451.33,190625.43,Bonny Island Terminal,9,Delivered
9864,20231111,2,1,Bonny Eagle,116170.3,9.89,1148924.27,55366.82,Bonny Island Terminal,48,Cancelled
9865,20220831,5,1,Finima Pioneer,104769.2,10.15,1063407.38,56017.47,Bonny Island Terminal,14,Delivered
9866,20191129,1,4,Lagos Star,59926.7,74.04,4436972.87,171368.34,Bonny Island Terminal,38,Delivered
9867,20190305,26,1,Niger Spirit,117086.3,10.74,1257506.86,85295.81,Bonny Island Terminal,49,Cancelled
9868,20190322,14,1,Delta Crown,100797.5,11.99,1208562.02,78047.22,Bonny Island Terminal,46,Delivered
9869,20230123,4,1,Finima Pioneer,68250.1,8.79,599918.38,18565.78,Bonny Island Terminal,46,Delivered
9870,20191120,23,3,Zuma Mariner,13024.4,489.39,6374011.12,359761.9,Bonny Island Terminal,3,Delivered
9871,20221208,2,2,Zuma Mariner,30472.4,582.37,17746211.59,763835.9,Bonny Island Terminal,23,Delivered
9872,20241017,11,1,Delta Pioneer,102037.8,8.07,823445.05,50059.29,Bonny Island Terminal,5,Delivered
9873,20220331,9,1,BGT Dolphin,146962.0,11.31,1662140.22,92571.81,Bonny Island Terminal,6,In Transit
9874,20200907,20,1,BGT Eagle,91718.2,11.9,1091446.58,76195.32,Bonny Island Terminal,13,Loading
9875,20241119,24,1,Bonny Eagle,115383.7,8.08,932300.3,50462.68,Bonny Island Terminal,37,In Transit
9876,20201001,17,3,Odudu Explorer,14422.7,447.1,6448389.17,475186.9,Bonny Island Terminal,32,Delivered
9877,20220805,7,1,Benin Trader,155354.4,12.65,1965233.16,154740.62,Bonny Island Terminal,14,Delivered
9878,20230606,2,1,Forcados Brave,125797.3,9.37,1178720.7,56346.91,Bonny Island Terminal,8,In Transit
9879,20240302,15,1,Kainji Mariner,118632.9,9.45,1121080.9,36602.99,Bonny Island Terminal,10,Delivered
9880,20231204,14,3,Benin Trader,15879.4,574.44,9121762.54,722773.21,Bonny Island Terminal,27,Delivered
9881,20201212,18,1,BGT Falcon,86481.3,12.07,1043829.29,42159.91,Bonny Island Terminal,15,In Transit
9882,20220813,24,1,Lagos Star,94377.3,8.75,825801.38,28243.77,Bonny Island Terminal,16,Cancelled
9883,20221130,16,4,Kainji Mariner,64855.3,87.09,5648248.08,227887.09,Bonny Island Terminal,28,Cancelled
9884,20240414,2,1,Kainji Mariner,140986.3,8.86,1249138.62,85677.36,Bonny Island Terminal,52,Cancelled
9885,20240811,22,1,Onne Star,123426.9,11.43,1410769.47,71584.29,Bonny Island Terminal,8,In Transit
9886,20230424,30,3,Escravos Queen,20429.9,473.51,9673761.95,698245.11,Bonny Island Terminal,32,Loading
9887,20240322,25,4,Zuma Mariner,44963.7,72.74,3270659.54,251257.02,Bonny Island Terminal,45,Delivered
9888,20190123,11,1,Zuma Mariner,69887.4,9.51,664629.17,25413.67,Bonny Island Terminal,38,Loading
9889,20200529,16,1,Aso Rock Pride,135724.8,10.38,1408823.42,52168.71,Bonny Island Terminal,28,Delivered
9890,20190724,9,1,Bonny Eagle,96752.2,11.08,1072014.38,75112.55,Bonny Island Terminal,7,Cancelled
9891,20200706,11,1,Finima Pioneer,50813.9,9.51,483240.19,32293.91,Bonny Island Terminal,27,Delivered
9892,20231010,13,4,Calabar Wind,90247.3,82.33,7430060.21,550635.73,Bonny Island Terminal,39,Delivered
9893,20200520,22,2,Brass LNG Carrier,30902.2,541.24,16725506.73,613686.34,Bonny Island Terminal,1,In Transit
9894,20221209,30,4,Onne Star,44823.7,75.27,3373879.9,166547.2,Bonny Island Terminal,44,Delivered
9895,20200805,9,2,Delta Crown,25869.7,539.1,13946355.27,1025549.18,Bonny Island Terminal,12,In Transit
9896,20241224,16,3,Escravos Queen,33286.6,539.82,17968772.41,1038878.9,Bonny Island Terminal,33,In Transit
9897,20200627,1,1,Finima Pioneer,148124.8,12.75,1888591.2,103842.68,Bonny Island Terminal,47,In Transit
9898,20221023,8,4,Bonny Eagle,83913.6,80.59,6762597.02,466969.17,Bonny Island Terminal,15,Delivered
9899,20231029,4,1,Lagos Star,81035.7,12.57,1018618.75,54566.99,Bonny Island Terminal,28,Delivered
9900,20210804,7,1,Brass LNG Carrier,83044.9,8.59,713355.69,26223.49,Bonny Island Terminal,40,Delivered
9901,20231003,28,1,Bonga Merchant,134802.1,8.54,1151209.93,58053.39,Bonny Island Terminal,50,In Transit
9902,20190901,3,1,Lagos Star,132037.7,10.21,1348104.92,75038.62,Bonny Island Terminal,3,Delivered
9903,20241002,27,2,Calabar Wind,31035.0,428.71,13305014.85,502663.69,Bonny Island Terminal,20,Loading
9904,20210527,29,1,Niger Spirit,162709.5,9.63,1566892.49,120070.02,Bonny Island Terminal,11,Loading
9905,20220324,7,1,BGT Falcon,177146.3,9.37,1659860.83,86203.4,Bonny Island Terminal,51,Delivered
9906,20201002,10,1,Abuja Voyager,152970.1,11.77,1800458.08,112514.26,Bonny Island Terminal,39,In Transit
9907,20200128,19,2,Finima Pioneer,18214.4,563.73,10268003.71,339504.82,Bonny Island Terminal,9,Cancelled
9908,20211007,15,2,Calabar Wind,36241.2,623.13,22582978.96,806225.8,Bonny Island Terminal,30,Delivered
9909,20191204,17,2,BGT Falcon,33480.8,476.03,15937865.22,1005212.92,Bonny Island Terminal,50,Cancelled
9910,20190304,20,4,Finima Pioneer,106871.8,85.89,9179218.9,546341.37,Bonny Island Terminal,49,Delivered
9911,20200414,9,1,Benin Trader,162956.6,8.29,1350910.21,106967.79,Bonny Island Terminal,34,In Transit
9912,20210502,27,1,Forcados Brave,132818.7,11.69,1552650.6,70982.2,Bonny Island Terminal,20,Loading
9913,20191219,8,2,Abuja Voyager,27141.5,457.48,12416693.42,488038.42,Bonny Island Terminal,41,Delivered
9914,20220507,2,1,Finima Pioneer,126296.3,11.46,1447355.6,87551.79,Bonny Island Terminal,20,In Transit
9915,20191206,2,1,Bonny Eagle,52946.4,12.82,678772.85,53616.55,Bonny Island Terminal,23,Delivered
9916,20190915,9,4,Bonga Merchant,48470.7,70.7,3426878.49,252095.59,Bonny Island Terminal,22,Delivered
9917,20220505,7,3,Escravos Queen,34669.2,565.22,19595725.22,1432653.89,Bonny Island Terminal,34,Delivered
9918,20231129,12,1,Bonga Merchant,79713.4,7.39,589082.03,37645.25,Bonny Island Terminal,7,Cancelled
9919,20221215,18,1,Onne Star,120165.9,7.32,879614.39,59895.45,Bonny Island Terminal,1,Cancelled
9920,20221220,3,1,Odudu Explorer,91960.9,8.64,794542.18,51268.09,Bonny Island Terminal,30,Delivered
9921,20200901,1,1,BGT Dolphin,170745.2,9.62,1642568.82,98118.12,Bonny Island Terminal,28,Delivered
9922,20210427,14,1,Forcados Brave,117984.6,7.23,853028.66,53232.89,Bonny Island Terminal,40,Delivered
9923,20210306,27,1,Onne Star,158223.2,9.55,1511031.56,98081.05,Bonny Island Terminal,27,Loading
9924,20200215,11,3,Sapele Hawk,23733.8,571.47,13563154.69,605645.24,Bonny Island Terminal,45,Cancelled
9925,20200117,23,3,BGT Eagle,21005.4,439.6,9233973.84,306352.18,Bonny Island Terminal,4,Delivered
9926,20190204,7,1,BGT Eagle,63449.9,11.13,706197.39,52028.67,Bonny Island Terminal,15,Delivered
9927,20230916,27,1,Sapele Hawk,140321.3,9.85,1382164.8,66005.27,Bonny Island Terminal,44,Cancelled
9928,20230903,18,4,Aso Rock Pride,117012.5,92.52,10825996.5,802769.55,Bonny Island Terminal,12,Delivered
9929,20220613,10,4,Benin Trader,110485.8,55.25,6104340.45,294694.86,Bonny Island Terminal,2,Delivered
9930,20210228,22,1,Aso Rock Pride,108294.2,11.07,1198816.79,93663.16,Bonny Island Terminal,4,Delivered
9931,20230822,17,1,Kainji Mariner,174510.3,8.02,1399572.61,107106.4,Bonny Island Terminal,51,In Transit
9932,20200402,16,4,Onne Star,109088.3,84.94,9265960.2,702386.55,Bonny Island Terminal,43,Cancelled
9933,20210715,28,1,Delta Crown,151892.9,8.07,1225775.7,76024.19,Bonny Island Terminal,6,In Transit
9934,20220923,7,5,BGT Dolphin,20900.4,510.87,10677387.35,671768.04,Bonny Island Terminal,13,Delivered
9935,20241202,8,1,Delta Pioneer,142341.6,9.73,1384983.77,63347.85,Bonny Island Terminal,25,Delivered
9936,20241209,27,4,Delta Pioneer,45983.1,59.89,2753927.86,132457.49,Bonny Island Terminal,13,Loading
9937,20241004,26,1,Sapele Hawk,105930.4,9.82,1040236.53,52800.5,Bonny Island Terminal,47,In Transit
9938,20230409,26,1,Benin Trader,73045.5,8.95,653757.22,41902.66,Bonny Island Terminal,27,Delivered
9939,20231102,12,1,Brass Crown,125568.2,7.76,974409.23,35737.97,Bonny Island Terminal,7,Delivered
9940,20201211,28,1,BGT Whale,96188.7,12.96,1246605.55,95622.41,Bonny Island Terminal,50,Loading
9941,20190512,16,2,BGT Whale,35553.1,449.34,15975429.95,818548.99,Bonny Island Terminal,38,In Transit
9942,20211201,16,5,Lagos Star,8704.7,461.43,4016609.72,227815.68,Bonny Island Terminal,23,Loading
9943,20210802,23,4,Benin Trader,111731.8,59.57,6655863.33,455844.35,Bonny Island Terminal,28,Cancelled
9944,20240408,20,1,Calabar Wind,64247.3,8.91,572443.44,44608.81,Bonny Island Terminal,32,Cancelled
9945,20210812,13,2,Forcados Brave,17356.4,621.44,10785961.22,660108.65,Bonny Island Terminal,37,Delivered
9946,20191001,18,1,Aso Rock Pride,52414.1,7.44,389960.9,29259.36,Bonny Island Terminal,15,Loading
9947,20200411,1,4,Lagos Star,110116.6,87.06,9586751.2,496454.1,Bonny Island Terminal,21,Delivered
9948,20200912,14,1,Kainji Mariner,178143.4,10.36,1845565.62,136099.83,Bonny Island Terminal,41,Delivered
9949,20240525,1,5,Zuma Mariner,22816.7,422.74,9645531.76,350359.29,Bonny Island Terminal,38,Loading
9950,20201203,28,1,Forcados Brave,100770.9,11.87,1196150.58,60119.41,Bonny Island Terminal,45,Delivered
9951,20221025,18,1,Calabar Wind,55008.2,10.04,552282.33,21172.01,Bonny Island Terminal,12,Delivered
9952,20220430,18,1,BGT Eagle,131486.8,11.86,1559433.45,49147.75,Bonny Island Terminal,12,Loading
9953,20191215,17,1,Odudu Explorer,179103.9,7.12,1275219.77,90232.24,Bonny Island Terminal,5,Loading
9954,20190323,5,3,Odudu Explorer,34468.8,513.66,17705243.81,1143088.73,Bonny Island Terminal,44,Delivered
9955,20240825,10,2,Abuja Voyager,22692.1,489.48,11107329.11,411746.24,Bonny Island Terminal,21,Delivered
9956,20221106,26,1,Brass LNG Carrier,62716.0,8.95,561308.2,37770.68,Bonny Island Terminal,31,Cancelled
9957,20240523,23,1,Niger Spirit,85317.1,10.18,868528.08,57388.19,Bonny Island Terminal,7,In Transit
9958,20191103,19,1,Finima Pioneer,166097.1,10.92,1813780.33,76023.81,Bonny Island Terminal,47,Loading
9959,20191001,23,1,Zuma Mariner,64032.4,10.3,659533.72,22538.62,Bonny Island Terminal,39,Loading
9960,20230707,19,3,Brass Crown,25181.3,600.86,15130435.92,1054245.71,Bonny Island Terminal,48,In Transit
9961,20230119,23,4,Aso Rock Pride,112907.3,73.2,8264814.36,491082.11,Bonny Island Terminal,1,Delivered
9962,20220608,5,1,Brass LNG Carrier,147088.7,9.37,1378221.12,46977.27,Bonny Island Terminal,14,Delivered
9963,20200203,14,1,Delta Pioneer,159052.6,10.81,1719358.61,82311.03,Bonny Island Terminal,18,Delivered
9964,20241227,16,1,Escravos Queen,155517.2,8.45,1314120.34,80251.36,Bonny Island Terminal,50,Loading
9965,20200923,10,4,Calabar Wind,99923.6,60.15,6010404.54,303153.43,Bonny Island Terminal,7,Delivered
9966,20230911,20,1,Escravos Queen,87837.7,11.47,1007498.42,39615.39,Bonny Island Terminal,10,Delivered
9967,20241104,24,1,Aso Rock Pride,65024.6,10.66,693162.24,44346.49,Bonny Island Terminal,30,Delivered
9968,20220115,5,2,Delta Pioneer,27781.8,397.24,11036042.23,344385.42,Bonny Island Terminal,8,Cancelled
9969,20241001,30,1,Abuja Voyager,125631.0,8.32,1045249.92,33330.52,Bonny Island Terminal,42,Loading
9970,20220623,20,1,Onne Star,55168.2,8.35,460654.47,15247.62,Bonny Island Terminal,29,Delivered
9971,20190317,16,2,BGT Falcon,39108.0,627.23,24529710.84,1368266.91,Bonny Island Terminal,5,Delivered
9972,20190708,10,4,Kainji Mariner,105175.9,55.97,5886695.12,197531.9,Bonny Island Terminal,35,Delivered
9973,20231107,17,1,Odudu Explorer,105667.6,8.34,881267.78,43271.43,Bonny Island Terminal,25,Cancelled
9974,20211016,4,1,Onne Star,139946.4,10.87,1521217.37,74808.08,Bonny Island Terminal,25,Loading
9975,20231013,27,1,Onne Star,96593.1,9.71,937919.0,43574.8,Bonny Island Terminal,7,Delivered
9976,20191004,19,1,Brass Crown,57540.9,12.77,734797.29,22128.11,Bonny Island Terminal,41,Loading
9977,20200823,4,3,Onne Star,20564.0,399.06,8206269.84,510624.31,Bonny Island Terminal,37,Loading
9978,20200722,27,3,Onne Star,14166.1,438.42,6210701.56,415896.19,Bonny Island Terminal,51,Delivered
9979,20240813,3,2,Calabar Wind,37746.5,408.99,15437941.04,1077372.96,Bonny Island Terminal,19,Cancelled
9980,20240224,14,1,BGT Falcon,142854.6,12.7,1814253.42,89852.94,Bonny Island Terminal,14,Delivered
9981,20241002,26,3,Onne Star,17176.5,411.86,7074313.29,274243.55,Bonny Island Terminal,19,Delivered
9982,20190913,2,5,Brass Crown,15846.2,389.53,6172570.29,354477.95,Bonny Island Terminal,27,Cancelled
9983,20240425,13,1,Kainji Mariner,170249.4,12.2,2077042.68,96395.9,Bonny Island Terminal,4,Delivered
9984,20240720,18,2,Odudu Explorer,30741.3,583.23,17929248.4,1004132.5,Bonny Island Terminal,49,Cancelled
9985,20210609,28,1,Brass LNG Carrier,65304.2,12.55,819567.71,54534.8,Bonny Island Terminal,20,Loading
9986,20210828,3,1,Bonga Merchant,100981.2,7.25,732113.7,25317.72,Bonny Island Terminal,17,Loading
9987,20240118,27,5,Benin Trader,11967.1,346.54,4147078.83,253485.17,Bonny Island Terminal,29,Delivered
9988,20240409,13,1,Bonga Merchant,76850.9,8.83,678593.45,46169.88,Bonny Island Terminal,39,Delivered
9989,20220519,15,1,Port Harcourt Mist,105169.1,12.84,1350371.24,50995.31,Bonny Island Terminal,37,Delivered
9990,20201230,5,4,Bonga Merchant,102396.8,78.1,7997190.08,616010.28,Bonny Island Terminal,50,Delivered
9991,20200121,11,1,Port Harcourt Mist,94861.8,12.92,1225614.46,65774.25,Bonny Island Terminal,11,Cancelled
9992,20210629,22,1,Odudu Explorer,85011.8,12.1,1028642.78,43258.11,Bonny Island Terminal,30,In Transit
9993,20191111,18,1,Forcados Brave,57526.7,7.24,416493.31,31879.85,Bonny Island Terminal,32,Delivered
9994,20220522,25,1,Port Harcourt Mist,166016.4,8.24,1367975.14,92446.42,Bonny Island Terminal,20,In Transit
9995,20221023,20,1,Port Harcourt Mist,162108.9,12.31,1995560.56,121165.92,Bonny Island Terminal,11,Cancelled
9996,20210508,29,1,Escravos Queen,163595.6,11.46,1874805.58,146380.58,Bonny Island Terminal,50,Loading
9997,20200111,17,3,BGT Falcon,24448.1,559.67,13682868.13,639388.1,Bonny Island Terminal,25,In Transit
9998,20221012,29,1,Forcados Brave,134831.1,9.62,1297075.18,52167.51,Bonny Island Terminal,2,Delivered
9999,20240516,28,1,Brass Crown,60032.2,11.07,664556.45,35326.33,Bonny Island Terminal,18,Delivered
10000,20190602,28,1,BGT Dolphin,116659.1,8.53,995102.12,55062.45,Bonny Island Terminal,8,Cancelled
10001,20210417,2,1,Benin Trader,86094.6,12.14,1045188.44,54038.46,Bonny Island Terminal,34,Delivered
10002,20231217,10,2,Forcados Brave,16551.5,489.66,8104607.49,457322.83,Bonny Island Terminal,18,Delivered
10003,20221106,29,1,Brass LNG Carrier,144643.9,11.18,1617118.8,89371.74,Bonny Island Terminal,4,Cancelled
10004,20230807,24,1,Escravos Queen,156737.1,7.85,1230386.24,83067.1,Bonny Island Terminal,43,Delivered
10005,20231021,29,4,Forcados Brave,60711.0,62.36,3785937.96,166328.9,Bonny Island Terminal,49,In Transit
10006,20230903,15,1,BGT Falcon,144426.4,8.02,1158299.73,47598.63,Bonny Island Terminal,9,Delivered
10007,20230525,15,1,Kainji Mariner,154263.1,12.8,1974567.68,61079.97,Bonny Island Terminal,13,Delivered
10008,20220228,23,4,BGT Falcon,67098.3,68.31,4583484.87,331997.71,Bonny Island Terminal,38,Loading
10009,20221001,28,1,Delta Pioneer,114989.7,9.26,1064804.62,50967.77,Bonny Island Terminal,11,Delivered
10010,20210804,27,1,BGT Dolphin,68391.3,10.79,737942.13,23737.25,Bonny Island Terminal,45,In Transit
10011,20190620,11,1,Benin Trader,78128.0,11.92,931285.76,66118.04,Bonny Island Terminal,15,Loading
10012,20210119,16,1,Niger Spirit,52477.3,10.94,574101.66,18908.01,Bonny Island Terminal,13,In Transit
10013,20210203,29,2,Delta Crown,25727.7,525.8,13527624.66,446461.24,Bonny Island Terminal,11,Cancelled
10014,20221202,17,3,Abuja Voyager,26445.4,413.19,10926974.83,717755.25,Bonny Island Terminal,50,Delivered
10015,20200131,29,1,BGT Falcon,64941.8,10.89,707216.2,25959.95,Bonny Island Terminal,16,Cancelled
10016,20210906,25,1,Bonny Eagle,57364.6,10.29,590281.73,37654.61,Bonny Island Terminal,50,Delivered
10017,20230529,1,2,BGT Dolphin,24592.5,406.76,10003245.3,728552.77,Bonny Island Terminal,36,Delivered
10018,20190827,12,1,Finima Pioneer,153205.6,9.54,1461581.42,87589.04,Bonny Island Terminal,27,Delivered
10019,20191130,12,1,Lagos Star,54498.6,7.91,431083.93,16174.28,Bonny Island Terminal,47,Delivered
10020,20221031,16,1,Benin Trader,63386.5,10.47,663656.66,30546.49,Bonny Island Terminal,10,Cancelled
10021,20211225,11,1,Benin Trader,168833.6,10.67,1801454.51,140741.2,Bonny Island Terminal,1,In Transit
10022,20200913,30,1,Bonga Merchant,67333.9,7.6,511737.64,30911.58,Bonny Island Terminal,5,Delivered
10023,20200309,25,5,Niger Spirit,10131.8,375.94,3808948.89,218034.85,Bonny Island Terminal,5,Cancelled
10024,20221127,14,1,Benin Trader,146731.5,10.33,1515736.4,96660.34,Bonny Island Terminal,39,Delivered
10025,20230912,2,1,Port Harcourt Mist,110809.6,10.95,1213365.12,39968.06,Bonny Island Terminal,44,In Transit
10026,20230810,30,4,Odudu Explorer,88287.4,70.33,6209252.84,316058.61,Bonny Island Terminal,46,In Transit
10027,20190514,1,1,Benin Trader,136098.8,8.74,1189503.51,93401.89,Bonny Island Terminal,38,Loading
10028,20230518,8,4,Bonga Merchant,56408.4,82.74,4667231.02,294626.64,Bonny Island Terminal,40,In Transit
10029,20190719,17,1,Lagos Star,68693.8,7.3,501464.74,21996.56,Bonny Island Terminal,21,Loading
10030,20231226,5,1,Finima Pioneer,56991.0,7.13,406345.83,17823.03,Bonny Island Terminal,46,In Transit
10031,20191001,16,1,Kainji Mariner,141408.2,8.07,1141164.17,37931.73,Bonny Island Terminal,10,Delivered
10032,20231204,12,4,Onne Star,40758.6,62.52,2548227.67,145257.03,Bonny Island Terminal,28,Loading
10033,20240509,3,1,Onne Star,158938.5,7.8,1239720.3,73739.33,Bonny Island Terminal,16,Delivered
10034,20241218,12,1,Calabar Wind,70328.4,11.63,817919.29,26296.75,Bonny Island Terminal,16,Loading
10035,20220808,14,1,Niger Spirit,154964.8,9.46,1465967.01,68445.99,Bonny Island Terminal,14,Delivered
10036,20240321,9,3,Delta Pioneer,25371.0,504.15,12790789.65,490505.54,Bonny Island Terminal,4,Delivered
10037,20231113,26,1,Delta Crown,125473.6,9.23,1158121.33,90124.84,Bonny Island Terminal,5,Delivered
10038,20210302,2,1,Delta Pioneer,79377.3,9.69,769166.04,51484.19,Bonny Island Terminal,12,Delivered
10039,20231018,23,2,Port Harcourt Mist,20694.7,511.14,10577888.96,649441.68,Bonny Island Terminal,44,Cancelled
10040,20241215,20,1,Aso Rock Pride,76876.9,12.6,968648.94,37679.57,Bonny Island Terminal,33,Cancelled
10041,20240418,11,4,Brass LNG Carrier,44627.4,88.06,3929888.84,302564.99,Bonny Island Terminal,24,Delivered
10042,20220414,18,5,Niger Spirit,24801.5,444.33,11020050.49,476426.44,Bonny Island Terminal,9,Cancelled
10043,20220713,24,2,Bonga Merchant,15554.0,534.48,8313301.92,392326.33,Bonny Island Terminal,27,Cancelled
10044,20190711,27,1,Kainji Mariner,114188.4,9.58,1093924.87,74971.38,Bonny Island Terminal,21,Delivered
