FinanceID,DateKey,ProductID,Revenue,OPEX,CAPEX,MaintenanceCost,Profit
6017,20210717,1,4715026.63,1395519.19,619598.87,196074.15,2503834.42
6018,20231208,4,2807640.54,1014502.38,236335.59,251975.87,1304826.7
6019,20200113,6,4395328.66,931019.59,653662.49,349295.43,2461351.15
6020,20210830,7,841913.6,277146.59,90438.56,50999.0,423329.45
6021,20220810,6,6179417.06,1598550.54,675567.28,602356.77,3302942.47
6022,20220827,6,5102575.78,1177741.04,325267.3,474788.58,3124778.86
6023,20240102,7,4730616.03,1499134.65,455630.41,410232.45,2365618.52
6024,20240828,6,1210506.71,437810.2,87493.75,60887.57,624315.19
6025,20200710,7,7047199.26,1471995.93,876837.71,477233.86,4221131.76
6026,20220706,3,20393077.06,6994397.66,1586705.43,984197.14,10827776.83
6027,20240612,4,2841413.51,852487.52,205977.93,244526.64,1538421.42
6028,20210502,2,3960649.9,1004969.52,464910.0,313825.54,2176944.84
6029,20220913,5,6115470.98,2142864.41,712412.29,206261.06,3053933.22
6030,20220701,1,798653.24,195894.58,92893.75,37037.04,472827.87
6031,20240716,6,3783867.54,769773.91,245303.16,260776.4,2508014.07
6032,20240113,6,6012869.26,2297829.46,383394.59,217719.22,3113925.99
6033,20240131,1,898122.26,241918.64,63373.96,49812.43,543017.23
6034,20240311,3,3211561.35,912354.7,266869.57,99287.04,1933050.04
6035,20191225,5,529062.56,159461.84,57031.48,40446.25,272122.99
6036,20210223,5,5519145.05,1670441.18,455577.39,413710.9,2979415.58
6037,20221223,7,9570083.93,3576156.97,893664.82,373140.72,4727121.42
6038,20220112,5,807152.12,270044.42,54793.33,64943.3,417371.07
6039,20210321,2,3477328.24,743639.56,464265.9,226788.47,2042634.31
6040,20240615,1,1523872.34,320369.93,191167.07,147428.95,864906.39
6041,20220107,1,2663776.54,713030.3,282145.18,260709.7,1407891.36
6042,20191224,1,3202604.8,661095.45,251124.06,224899.27,2065486.02
6043,20240314,6,4409342.41,1282995.0,563378.28,193219.66,2369749.47
6044,20210910,7,19746374.76,5089935.95,2949322.72,1172866.55,10534249.54
6045,20210206,1,1715477.94,358468.94,147315.01,144666.66,1065027.33
6046,20241218,5,11784737.74,3847843.86,1586399.71,868666.37,5481827.8
6047,20230908,2,15859365.08,4392951.01,1625633.27,940418.86,8900361.94
6048,20190702,5,27498157.45,9902551.02,3188369.19,2174275.03,12232962.21
6049,20190506,2,3996552.36,1506355.11,543236.41,367563.0,1579397.84
6050,20220903,3,9771379.33,3522629.55,1118730.82,582520.27,4547498.69
6051,20210123,5,3935977.23,1476910.33,537615.67,385375.58,1536075.65
6052,20241218,3,1162233.27,314907.49,135157.13,66352.28,645816.37
6053,20190424,4,1094941.46,254472.47,64801.87,72418.42,703248.7
6054,20201011,5,8641404.37,2970232.23,590744.38,483009.2,4597418.56
6055,20201015,4,10256749.84,4101501.28,1144565.23,625260.25,4385423.08
6056,20190906,2,30261213.92,7690797.73,3091782.53,2734403.62,16744230.04
6057,20200608,5,3801291.11,1511547.38,512633.61,369445.16,1407664.96
6058,20231030,1,2091250.49,632124.58,238112.5,84983.4,1136030.01
6059,20200226,6,6628075.48,1403188.45,585235.62,235882.62,4403768.79
6060,20240628,7,1394615.65,485498.46,88556.3,125044.04,695516.85
6061,20190216,2,597143.89,207584.67,81671.58,45222.64,262665.0
6062,20201028,6,11615085.4,4265421.19,611281.71,444659.31,6293723.19
6063,20210423,3,3542620.72,1320266.62,463838.45,126448.47,1632067.18
6064,20221006,4,1072438.14,390559.98,86199.03,105433.14,490245.99
6065,20230731,7,8550330.75,1797935.43,736703.35,537367.47,5478324.5
6066,20190809,6,5353601.02,1497323.49,311983.11,278112.29,3266182.13
6067,20211106,3,10061676.74,3557369.69,1209848.07,585535.98,4708923.0
6068,20210114,1,3340062.06,825596.29,363174.65,102992.55,2048298.57
6069,20220828,1,4393669.75,1448418.61,347863.88,278549.17,2318838.09
6070,20220725,3,521196.74,206835.62,59184.77,41989.87,213186.48
6071,20191128,6,616789.58,226422.65,60794.75,27295.01,302277.17
6072,20231017,1,4551475.2,948324.3,440473.51,334858.26,2827819.13
6073,20210805,4,15253143.2,5490445.3,959271.4,1411152.49,7392274.01
6074,20200330,3,2293600.15,494969.45,253476.8,224631.17,1320522.73
6075,20221213,1,1287087.41,366909.23,114808.32,112842.6,692527.26
6076,20220608,6,3163920.04,791386.06,463988.51,296786.07,1611759.4
6077,20211231,4,4279607.65,1044312.96,580751.01,275746.39,2378797.29
6078,20220711,2,1759818.92,565352.67,158372.67,86619.86,949473.72
6079,20200530,2,1147625.95,383372.42,128264.79,109603.95,526384.79
6080,20241220,1,1721283.09,579807.31,150758.98,65099.3,925617.5
6081,20190302,6,3337297.45,1234871.78,223908.03,282606.02,1595911.62
6082,20200607,3,5791412.93,1888377.27,783262.19,425814.53,2693958.94
6083,20230207,1,6576155.66,2061568.06,980409.51,638162.32,2896015.77
6084,20220104,3,4230234.75,1345516.73,509563.34,294881.86,2080272.82
6085,20211101,2,7717534.79,1571737.32,1155928.67,553570.13,4436298.67
6086,20200924,5,4446892.43,1753932.54,257347.48,278833.11,2156779.3
6087,20231026,4,8153492.54,1713960.9,1144277.77,628234.37,4667019.5
6088,20220416,1,2674800.67,945903.3,168808.39,201505.74,1358583.24
6089,20241025,6,1341705.86,425529.51,121428.91,71206.68,723540.76
6090,20210825,4,1255328.06,327535.88,137405.55,122211.74,668174.89
6091,20230809,5,569677.87,197964.15,81584.18,26631.33,263498.21
6092,20190718,6,14242660.14,3688321.81,1397157.55,1303551.51,7853629.27
6093,20240204,7,4221277.81,1185061.54,499299.06,373808.75,2163108.46
6094,20211015,5,6653433.47,1924216.35,783243.32,405512.74,3540461.06
6095,20220614,5,2200058.21,555199.83,147887.4,99136.4,1397834.58
6096,20241115,6,3250779.43,1178742.02,270118.94,137976.79,1663941.68
6097,20190528,3,3116984.55,1000694.64,369580.78,174104.64,1572604.49
6098,20200709,3,1476455.52,585136.04,88252.85,146344.75,656721.88
6099,20221021,4,5530724.92,2130555.02,554714.19,400272.66,2445183.05
6100,20200928,4,8047379.06,2269152.45,497923.56,641548.42,4638754.63
6101,20230411,1,47302939.42,14792790.66,5915675.31,4052311.78,22542161.67
6102,20240919,2,2305856.54,653361.95,234281.81,103195.89,1315016.89
6103,20220919,3,1595490.89,355400.67,157369.76,82368.98,1000351.48
6104,20190906,4,3261498.06,1218353.68,273017.27,321805.92,1448321.19
6105,20240425,4,1077484.16,345593.24,60971.37,98696.13,572223.42
6106,20200510,7,590051.33,122647.43,63428.36,46347.61,357627.93
6107,20230704,6,5166457.46,1064296.27,539588.83,473768.01,3088804.35
6108,20211006,4,5638728.74,1671388.41,461630.37,529844.45,2975865.51
6109,20230126,7,1225769.95,296531.17,171397.43,49107.77,708733.58
6110,20201120,1,1418057.33,499325.26,172178.37,113819.79,632733.91
6111,20220326,6,9968759.84,2845897.88,546799.05,871430.59,5704632.32
6112,20200714,3,2442286.24,567707.94,225898.72,147844.28,1500835.3
6113,20230718,2,14466117.36,2943799.54,1592007.41,1026383.18,8903927.23
6114,20190119,7,3983137.48,1043981.46,314600.84,328457.19,2296097.99
6115,20200913,7,6679140.64,1850340.77,405635.74,658196.75,3764967.38
6116,20201213,2,8282763.38,2325964.73,947677.81,329590.6,4679530.24
6117,20210822,1,2148108.7,479221.18,306173.29,80282.05,1282432.18
6118,20230204,7,888705.27,225353.02,92452.05,43261.02,527639.18
6119,20200512,3,3456495.77,1299321.73,405724.18,173000.55,1578449.31
6120,20200223,5,3828089.58,924940.88,460215.36,242800.11,2200133.23
6121,20220729,1,9637475.95,2845982.12,1070876.24,386312.62,5334304.97
6122,20201212,6,1983726.17,532139.54,237691.38,134266.94,1079628.31
6123,20190912,6,8203160.44,1931581.64,939010.58,485160.12,4847408.1
6124,20211226,5,1416904.47,346977.84,192630.11,74471.97,802824.55
6125,20231028,5,1828173.6,493252.1,130044.91,110662.6,1094213.99
6126,20230902,3,3799816.01,895966.64,562581.19,218037.15,2123231.03
6127,20231010,1,7940675.83,1786579.67,770579.34,240678.49,5142838.33
6128,20230301,6,569572.43,144414.36,32157.61,26835.15,366165.31
6129,20210429,3,6085064.37,1332258.28,327729.33,511156.46,3913920.3
6130,20221029,5,2108122.29,496890.25,224691.39,120766.18,1265774.47
6131,20210408,7,1931088.27,443147.06,125356.93,165870.17,1196714.11
6132,20230216,4,2560671.64,781995.99,161795.37,205470.38,1411409.9
6133,20200924,6,4750196.17,1232400.63,673007.45,367488.84,2477299.25
6134,20240522,7,3058488.6,909887.16,350865.05,121305.7,1676430.69
6135,20240526,2,474959.46,163894.58,32722.13,17472.84,260869.91
6136,20200120,4,5454224.72,2146005.06,759432.13,367047.74,2181739.79
6137,20200824,4,20758149.06,6067062.04,2584057.86,950426.13,11156603.03
6138,20190116,2,8969909.4,3512872.43,921754.02,524231.25,4011051.7
6139,20200508,7,4582547.21,983255.33,483158.97,255801.27,2860331.64
6140,20240119,5,13162258.23,3518030.63,1251954.81,459095.07,7933177.72
6141,20190711,6,708955.92,203509.63,38903.94,40559.5,425982.85
6142,20220728,4,820548.66,313315.01,51023.7,35643.5,420566.45
6143,20190329,4,452262.99,169506.79,49493.7,23132.81,210129.69
6144,20200323,3,2285677.86,652903.35,122540.74,180126.25,1330107.52
6145,20210313,2,1536593.55,568779.9,147582.81,89562.11,730668.73
6146,20210725,2,1603312.29,340938.39,117503.31,134796.24,1010074.35
6147,20211212,2,2702602.8,720673.02,136036.2,258999.48,1586894.1
6148,20240312,7,8412907.7,2237029.26,633533.08,501901.23,5040444.13
6149,20190519,1,10372440.7,3342976.85,1195467.45,387874.45,5446121.95
6150,20190522,7,514474.15,110560.39,72791.31,51157.08,279965.37
6151,20231026,5,3120751.92,995422.31,183316.63,105057.22,1836955.76
6152,20200914,1,6748301.78,1451009.95,388362.08,528508.62,4380421.13
6153,20230617,1,2226457.04,569785.12,227398.3,162501.38,1266772.24
6154,20200814,3,1839162.27,415915.35,134784.06,71870.66,1216592.2
6155,20200828,3,548872.21,120588.0,55150.57,53779.07,319354.57
6156,20220618,6,4344759.08,939551.55,648276.4,262719.52,2494211.61
6157,20200409,3,10095921.46,3210983.3,1416459.84,903579.79,4564898.53
6158,20200304,6,6238111.03,1399330.16,340487.08,339267.4,4159026.39
6159,20240813,3,2377658.7,655484.49,246768.23,222550.44,1252855.54
6160,20191009,4,4524085.07,1013184.46,642793.66,291525.48,2576581.47
6161,20240310,3,432984.39,162241.55,46404.4,14396.26,209942.18
6162,20200818,5,53092432.27,14934821.41,7946464.29,2752282.95,27458863.62
6163,20191015,2,9903925.4,2710910.96,514122.38,837781.75,5841110.31
6164,20230917,5,8285263.43,2529100.4,1233439.73,449462.38,4073260.92
6165,20240809,7,3808259.3,1342182.4,443308.64,354055.02,1668713.24
6166,20190219,5,1857880.0,665570.75,186700.97,136147.6,869460.68
6167,20221230,4,11174949.92,3681213.84,642555.79,1076729.61,5774450.68
6168,20200608,7,681516.65,169002.49,82373.51,33938.46,396202.19
6169,20220816,1,14701513.23,4411208.48,1821020.89,687090.78,7782193.08
6170,20231119,2,1429613.73,424332.61,207140.47,66157.88,731982.77
6171,20220902,2,2915013.54,742599.38,164918.36,112866.82,1894628.98
6172,20220705,4,5085611.37,1558968.52,448016.94,242489.37,2836136.54
6173,20231006,2,1191177.61,445333.42,69658.14,74687.08,601498.97
6174,20240815,3,6573688.4,2423363.6,955150.97,316664.6,2878509.23
6175,20210327,3,1174286.65,247681.58,131494.23,107900.03,687210.81
6176,20230416,2,4798379.56,1243645.14,710082.5,212381.17,2632270.75
6177,20190808,6,215802.94,45231.22,24639.42,16231.67,129700.63
6178,20230125,3,3677900.06,1219128.73,268480.58,162839.82,2027450.93
6179,20221206,5,3062066.3,1102534.45,330611.43,123593.17,1505327.25
6180,20230629,5,22873616.69,6309811.24,1745576.03,786911.74,14031317.68
6181,20240702,2,3624641.58,1306852.81,200997.74,328627.97,1788163.06
6182,20241102,2,1788990.42,396420.88,224078.42,120858.16,1047632.96
6183,20240525,5,3810088.86,781737.16,293675.58,321104.73,2413571.39
6184,20191118,5,265560.73,80022.02,27923.05,21485.11,136130.55
6185,20230217,4,3825694.55,1432471.26,567509.27,278127.9,1547586.12
6186,20220604,2,1647099.53,635830.4,134877.13,89981.84,786410.16
6187,20200705,3,1233039.62,253145.72,136023.64,92187.45,751682.81
6188,20201216,5,5480051.57,1653576.01,367417.85,410563.03,3048494.68
6189,20200729,5,4426154.89,1586740.42,273648.1,189565.25,2376201.12
6190,20200619,6,4042938.91,1439823.29,218831.86,281098.3,2103185.46
6191,20241125,4,1703282.3,536822.43,184285.61,156308.84,825865.42
6192,20200717,4,2316436.67,883742.21,333227.77,92784.99,1006681.7
6193,20240103,2,12803944.21,3294983.03,973153.95,672081.07,7863726.16
6194,20190411,6,13478078.85,4682281.18,1100271.62,1123829.93,6571696.12
6195,20200812,2,666673.17,242951.35,74768.68,41972.47,306980.67
6196,20191121,3,2706706.74,976209.38,332214.19,95421.53,1302861.64
6197,20240920,1,5187053.77,1506284.83,535113.55,227098.23,2918557.16
6198,20200321,5,12543580.82,3147221.16,739541.58,907468.37,7749349.71
6199,20220513,5,744601.73,184953.28,63170.2,38551.18,457927.07
6200,20200301,1,11075541.77,2264687.8,1336027.74,431692.96,7043133.27
6201,20230125,5,3773830.62,907627.66,395814.66,156848.88,2313539.42
6202,20190526,4,2683455.6,931008.57,134439.5,227228.3,1390779.23
6203,20191229,2,2415611.95,568759.55,133442.23,226019.97,1487390.2
6204,20230907,5,3790084.04,1507531.82,226411.27,331289.82,1724851.13
6205,20190816,2,3780538.07,1159267.46,229319.71,170144.97,2221805.93
6206,20231025,6,12038617.24,4094788.28,1708357.86,409541.56,5825929.54
6207,20190308,2,6025039.97,2308817.83,705701.44,493027.3,2517493.4
6208,20230816,4,6874271.62,2723554.34,545373.64,275997.13,3329346.51
6209,20210402,3,1001417.57,399048.04,84839.72,57498.72,460031.09
6210,20190912,1,2159624.24,459843.6,213489.35,144229.94,1342061.35
6211,20210413,4,9378158.31,3206030.82,1070954.9,334524.38,4766648.21
6212,20220209,3,4355565.14,1004225.35,508369.73,423360.91,2419609.15
6213,20220310,6,1534320.34,528036.63,168363.28,138504.83,699415.6
6214,20220610,1,7310400.88,1670261.72,898484.58,376112.61,4365541.97
6215,20230611,3,2192020.64,802351.25,175692.76,127890.97,1086085.66
6216,20201107,1,6626989.64,2253171.04,688697.56,385260.4,3299860.64
6217,20231228,1,8212473.56,1804928.06,481113.91,718281.83,5208149.76
6218,20230817,6,18851433.59,7386663.07,1859955.2,1641247.79,7963567.53
6219,20230407,7,8490005.45,2649271.33,1141705.81,762457.36,3936570.95
6220,20200129,3,6640889.15,2500490.02,864874.34,646509.75,2629015.04
6221,20211009,4,1174861.21,377878.96,105294.11,64472.66,627215.48
6222,20241209,6,35545586.52,8367191.66,3617199.66,1346425.28,22214769.92
6223,20220124,2,1615702.13,474131.63,181649.43,147297.92,812623.15
6224,20210430,6,8364100.77,2129524.73,705948.15,613368.5,4915259.39
6225,20200531,2,6622624.52,1783962.13,743215.78,561384.18,3534062.43
6226,20240119,7,584999.18,147913.42,59701.23,21999.5,355385.03
6227,20240206,5,1776288.56,539706.28,173057.4,105129.49,958395.39
6228,20190411,3,1254247.01,418611.64,124883.59,99334.38,611417.4
6229,20221207,6,1633619.91,595397.59,193479.93,98347.54,746394.85
6230,20211128,2,2093099.98,762251.93,218284.44,66740.7,1045822.91
6231,20220529,5,3693360.13,1034710.68,549008.08,162023.96,1947617.41
6232,20191011,4,4536654.34,1002463.32,430412.7,306324.49,2797453.83
6233,20200412,6,15292329.24,3671208.51,932565.02,578295.5,10110260.21
6234,20220303,5,7829017.56,1626708.76,975366.5,694113.73,4532828.57
6235,20220401,1,2972701.28,978532.74,343001.71,140880.77,1510286.06
6236,20210627,2,2270367.87,539740.67,333478.46,212465.0,1184683.74
6237,20220221,4,2339477.93,648659.73,335287.75,112840.71,1242689.74
6238,20200330,4,5833467.02,2207814.27,683093.7,407236.57,2535322.48
6239,20220224,2,2479278.55,940369.79,307779.97,104800.26,1126328.53
6240,20221012,5,1476455.06,308709.33,199738.8,75525.35,892481.58
6241,20230727,4,6442847.57,1803500.21,803014.39,426028.15,3410304.82
6242,20240722,6,2433792.45,577189.28,256708.05,141759.58,1458135.54
6243,20240528,5,1118586.33,291783.03,136755.37,36868.93,653179.0
6244,20220811,7,2016557.05,512932.45,137597.07,135859.56,1230167.97
6245,20220114,4,746553.92,276773.52,41431.01,58936.03,369413.36
6246,20231123,7,1544380.67,588158.0,113303.65,47151.4,795767.62
6247,20220713,5,2314235.95,541231.44,320155.57,133251.17,1319597.77
6248,20221014,3,1384083.79,490236.28,111865.86,102026.37,679955.28
6249,20220922,2,816818.11,269942.91,60459.96,34124.84,452290.4
6250,20240119,6,11928812.26,4717725.16,1068702.34,1150968.85,4991415.91
6251,20230827,5,3916394.9,1082426.12,539963.14,190875.49,2103130.15
6252,20231110,3,4316924.01,1244948.1,409083.32,320879.02,2342013.57
6253,20220416,5,411160.46,151827.4,37178.41,28164.36,193990.29
6254,20190804,6,312795.61,92394.46,21767.09,29311.35,169322.71
6255,20211220,7,2985102.53,756727.37,442652.42,173581.3,1612141.44
6256,20230614,3,2656967.92,855164.69,373336.37,229398.22,1199068.64
6257,20211210,1,12912602.52,4653604.68,1225460.34,800511.48,6233026.02
6258,20220831,1,1143960.28,346021.79,89001.34,104754.26,604182.89
6259,20240611,6,1883369.25,521519.51,95137.67,163123.92,1103588.15
6260,20240127,5,11749470.1,3170071.72,1574882.06,1112534.61,5891981.71
6261,20200507,5,2702913.02,652869.15,351460.06,133873.95,1564709.86
6262,20221020,1,12878874.29,3821694.78,1239139.58,392178.11,7425861.82
6263,20191024,6,17272330.35,4809856.57,1232917.46,1016718.91,10212837.41
6264,20220111,7,1691111.6,644311.1,139744.17,94681.55,812374.78
6265,20201112,5,9810303.96,3171835.22,1023990.44,463087.15,5151391.15
6266,20210912,1,1424944.06,297300.15,73589.6,60735.31,993319.0
6267,20190710,6,4347108.29,1260440.69,478684.19,398844.58,2209138.83
6268,20231227,5,2349154.45,691694.47,266528.8,146285.98,1244645.2
6269,20230908,5,3600432.2,735848.8,204154.51,299358.87,2361070.02
6270,20230210,6,1262728.9,498347.23,111822.73,121237.77,531321.17
6271,20230504,3,3081185.57,1220921.21,431471.53,137306.4,1291486.43
6272,20240129,4,33817439.71,8838464.1,3354773.57,2539640.22,19084561.82
6273,20211027,1,13949608.8,5361577.16,1889790.18,1336849.07,5361392.39
6274,20190115,5,1080867.01,400834.63,117029.39,69576.61,493426.38
6275,20231213,3,262219.47,67194.2,23565.24,8535.66,162924.37
6276,20220723,5,2123186.29,622765.18,278436.82,127958.76,1094025.53
6277,20210616,5,413821.51,117600.39,42018.81,32655.58,221546.73
6278,20220607,3,3975809.98,1193002.18,209632.56,289810.67,2283364.57
6279,20240516,1,2675541.41,550840.46,175177.36,210610.4,1738913.19
6280,20211103,7,5305643.19,1379869.03,681415.57,483737.05,2760621.54
6281,20191231,7,10469334.35,3365878.67,1551241.92,782555.05,4769658.71
6282,20190627,4,22082533.07,6777997.86,1681523.71,1076358.54,12546652.96
6283,20230505,4,4943521.17,1089023.26,260058.62,247816.86,3346622.43
6284,20210227,3,19790549.32,4480588.6,1404724.14,935010.67,12970225.91
6285,20210821,7,2559209.51,765088.21,207339.17,151846.54,1434935.59
6286,20231001,2,14667198.05,3437019.05,1556050.38,529313.73,9144814.89
6287,20210618,2,16713293.92,4370534.57,1555500.57,880663.82,9906594.96
6288,20240430,3,2590716.85,532019.61,256045.19,116433.87,1686218.18
6289,20210916,6,2113326.44,790128.39,213816.27,139959.73,969422.05
6290,20211128,6,5219190.47,1663579.46,463019.4,431751.11,2660840.5
6291,20210227,5,12342959.5,4040085.27,964539.26,442478.32,6895856.65
6292,20230308,3,1644265.69,405798.26,168144.48,60333.76,1009989.19
6293,20190805,4,1289350.48,303697.39,192820.69,96650.64,696181.76
6294,20230418,7,1687962.7,528185.83,163548.64,110636.28,885591.95
6295,20190115,3,2946817.73,849455.76,395010.65,169008.58,1533342.74
6296,20200130,5,130955.85,37794.46,7536.65,4852.85,80771.89
6297,20240612,3,1388965.35,366590.76,124171.02,52827.43,845376.14
6298,20210627,2,8374515.56,3238284.2,963659.02,628988.15,3543584.19
6299,20241214,4,5208313.54,1224682.18,617555.86,511592.83,2854482.67
6300,20200603,7,1365260.05,411436.86,113875.99,41089.4,798857.8
6301,20210928,6,3931853.65,998019.07,208550.49,298748.53,2426535.56
6302,20220323,6,2491316.38,842539.33,321876.9,95855.98,1231044.17
6303,20240701,7,4336115.75,1397447.28,480941.13,325142.52,2132584.82
6304,20231204,2,8091091.65,2776976.47,768083.25,447131.11,4098900.82
6305,20210709,2,1397089.28,312251.78,188783.13,134053.34,762001.03
6306,20231107,3,1431165.06,475255.59,136975.81,143015.72,675917.94
6307,20201117,4,7911581.49,1742100.05,1135229.01,485524.46,4548727.97
6308,20231220,3,1517770.72,493866.22,162123.23,131788.41,729992.86
6309,20221002,1,3499515.15,1225009.9,183280.5,239759.06,1851465.69
6310,20211016,2,1251466.78,288501.4,87830.49,103659.86,771475.03
6311,20220405,1,2450471.4,589595.22,298827.57,223392.61,1338656.0
6312,20210519,6,1936205.18,626580.78,217688.16,171214.71,920721.53
6313,20191026,4,3342925.03,861661.36,479012.25,239280.91,1762970.51
6314,20190725,4,2060144.46,728369.7,198929.22,125663.19,1007182.35
6315,20210724,1,4086412.6,933933.0,612918.07,144538.28,2395023.25
6316,20220922,7,5714584.79,1654930.47,293715.08,354236.05,3411703.19
6317,20220904,4,3431005.11,1369850.98,359351.23,127120.48,1574682.42
6318,20200327,5,15256802.96,4808209.95,1009850.19,1357513.06,8081229.76
6319,20210914,4,117691.06,34655.18,6889.86,11353.07,64792.95
6320,20190919,6,1093577.21,220946.18,93361.43,46423.48,732846.12
6321,20230404,3,5703738.85,1656316.59,718613.31,412271.57,2916537.38
6322,20231227,2,10309836.71,2193317.13,1439184.37,515806.75,6161528.46
6323,20230101,7,2100494.11,713014.47,292258.04,110545.69,984675.91
6324,20210515,6,4274516.74,1028537.05,486286.95,257205.36,2502487.38
6325,20201008,7,891317.38,261983.71,76885.39,81936.49,470511.79
6326,20210317,3,4407248.09,1221761.25,226994.96,387481.03,2571010.85
6327,20191007,7,2864990.25,736371.83,424888.38,178373.11,1525356.93
6328,20201007,1,2231576.79,845361.14,276998.86,182702.54,926514.25
6329,20220614,7,923110.99,196013.86,78635.3,80411.89,568049.94
6330,20200430,1,7174349.5,2313364.41,533687.19,263827.0,4063470.9
6331,20200705,5,7843276.35,2929183.09,564847.43,448451.92,3900793.91
6332,20210226,5,10056405.86,2892785.45,1461331.49,913525.46,4788763.46
6333,20200309,2,1781111.45,463648.23,131117.2,168750.59,1017595.43
6334,20210826,1,1540423.02,465968.38,200943.89,137942.55,735568.2
6335,20190610,3,3214728.1,983164.87,395837.5,226554.07,1609171.66
6336,20200814,3,25348189.05,8193911.75,3598633.84,1765486.83,11790156.63
6337,20190613,1,2216143.52,727437.62,268345.77,211182.52,1009177.61
6338,20230315,3,6943262.08,2065366.57,727217.14,532366.0,3618312.37
6339,20220306,4,4504578.78,1599865.14,471144.56,382620.14,2050948.94
6340,20220112,2,41297444.04,12034824.53,2613485.6,3369995.23,23279138.68
6341,20220520,7,6849894.49,1755034.51,616147.97,452220.15,4026491.86
6342,20240213,5,411237.28,102558.95,39237.09,24382.51,245058.73
6343,20220829,6,557454.12,190785.85,28143.63,41996.1,296528.54
6344,20240719,2,1356088.24,359372.57,189623.1,127276.14,679816.43
6345,20210713,5,3486260.2,1027117.68,463547.54,185241.6,1810353.38
6346,20230908,4,3326906.63,1194998.94,406707.43,117055.76,1608144.5
6347,20221125,2,2821721.47,1106381.61,271459.06,220677.28,1223203.52
6348,20210227,1,811415.84,249777.54,78554.36,29242.65,453841.29
6349,20190410,6,1171965.69,401006.1,64005.83,71154.04,635799.72
6350,20230829,2,11336942.12,3974447.6,1405890.44,1047203.75,4909400.33
6351,20190720,5,2916509.15,708259.45,417495.44,258907.43,1531846.83
6352,20190416,3,2485822.22,707976.19,261644.6,119820.17,1396381.26
6353,20241027,1,1373784.53,275858.17,181199.2,107966.24,808760.92
6354,20190127,5,3557024.33,835578.23,514431.87,339927.34,1867086.89
6355,20210329,6,526382.16,113366.02,56637.38,51836.52,304542.24
6356,20210418,5,1060428.5,417409.69,134976.67,49627.4,458414.74
6357,20200526,1,2390429.88,687588.89,303362.23,81670.88,1317807.88
6358,20220624,5,6390026.28,1504757.28,626629.94,393919.34,3864719.72
6359,20201216,4,2439615.92,669765.49,322764.55,115262.11,1331823.77
6360,20201229,2,10024276.25,2488428.27,1030636.85,640832.88,5864378.25
6361,20221029,3,8842067.08,1968625.97,885330.07,339331.57,5648779.47
6362,20240708,1,14751754.66,3510659.82,1603014.08,1214761.24,8423319.52
6363,20211124,4,3047546.7,1020782.6,393011.59,231341.35,1402411.16
6364,20220612,7,454178.48,174490.95,25287.44,18915.44,235484.65
6365,20231201,7,3846698.08,1110337.73,424000.57,165672.57,2146687.21
6366,20190122,1,2135064.88,652675.87,198548.75,184165.9,1099674.36
6367,20230615,6,1550864.11,526306.09,128538.08,147873.66,748146.28
6368,20240624,6,128062975.93,43656787.39,15118544.27,11434975.62,57852668.65
6369,20230129,3,2986600.05,765064.73,325849.73,179248.29,1716437.3
6370,20200809,2,18588721.64,4860958.22,2095997.51,863892.72,10767873.19
6371,20221020,6,1575811.14,412594.0,192209.68,47926.36,923081.1
6372,20190311,2,1786683.96,703891.83,108293.54,97895.41,876603.18
6373,20200510,5,4824262.27,1545520.65,573280.66,385333.14,2320127.82
6374,20210306,5,7438512.55,2143612.1,1011299.8,351334.35,3932266.3
6375,20190412,6,1133335.01,276992.85,140056.98,59373.25,656911.93
6376,20200429,4,6917382.59,2672953.53,861230.29,329229.24,3053969.53
6377,20230703,1,3320313.67,1014707.46,468084.34,252810.4,1584711.47
6378,20230324,1,1596280.88,592141.78,129464.99,105534.03,769140.08
6379,20230412,2,615702.86,231985.02,65115.94,49253.66,269348.24
6380,20190520,3,7742170.96,2219614.79,1156268.05,236149.7,4130138.42
6381,20230427,6,1885663.37,383713.21,159134.13,180322.25,1162493.78
6382,20200211,7,13962214.18,5028808.05,1704715.5,806808.35,6421882.28
6383,20231214,1,5201264.89,1180864.05,427659.18,307709.21,3285032.45
6384,20230610,2,3938603.48,1350329.94,464632.61,356685.63,1766955.3
6385,20241004,6,1800685.38,412929.77,214293.8,118252.61,1055209.2
6386,20211124,3,6891578.4,2440618.05,366077.4,216269.41,3868613.54
6387,20190113,2,728065.69,209488.51,99382.56,36292.74,382901.88
6388,20241230,4,3250767.39,1126296.24,371389.12,131220.96,1621861.07
6389,20200828,5,1249693.46,440180.37,126509.97,89069.64,593933.48
6390,20211006,4,3130112.24,773536.04,441387.82,242538.51,1672649.87
6391,20220717,6,10032910.84,3197506.07,1366791.55,480627.4,4987985.82
6392,20240318,7,150670.74,47760.47,13246.71,8242.28,81421.28
6393,20220228,4,543889.7,124412.19,38848.27,39161.97,341467.27
6394,20220705,7,1208578.85,243829.09,107674.48,108565.25,748510.03
6395,20240226,7,3236824.56,1084532.94,169766.73,318214.54,1664310.35
6396,20201201,6,1076162.89,359261.18,123613.29,63553.6,529734.82
6397,20210801,4,1662224.04,608996.97,132814.57,76799.74,843612.76
6398,20200117,4,5091533.27,1699412.17,449736.77,299108.73,2643275.6
6399,20230101,5,1086480.6,420996.34,129091.29,82200.52,454192.45
6400,20240616,2,22406671.04,5432965.31,2916997.15,1729774.61,12326933.97
